,para_index,tag,para,num_utterances,raw_utter_list,tokenized_sent,chapter_tag
984,984,narrative,"His eyes brightened, and he seemed about to say something in answer, but
      the same momentary nervous spasm crossed his face again. He took my hand,
      pressed it hard, and disappeared among the crowd without saying another
      word. Though he was little more than a stranger to me, I waited for a
      moment, looking after him almost with a feeling of regret. I had gained in
      my profession sufficient experience of young men to know what the outward
      signs and tokens were of their beginning to go wrong, and when I resumed
      my walk to the railway I am sorry to say I felt more than doubtful about
      Mr. Hartright's future.",0,[],"[""His eyes brightened, and he seemed about to say something in answer, but\n      the same momentary nervous spasm crossed his face again. He took my hand,\n      pressed it hard, and disappeared among the crowd without saying another\n      word. Though he was little more than a stranger to me, I waited for a\n      moment, looking after him almost with a feeling of regret. I had gained in\n      my profession sufficient experience of young men to know what the outward\n      signs and tokens were of their beginning to go wrong, and when I resumed\n      my walk to the railway I am sorry to say I felt more than doubtful about\n      Mr Hartright's future.""]",
985,985,narrative,"Leaving by an early train, I got to Limmeridge in time for dinner. The
      house was oppressively empty and dull. I had expected that good Mrs. Vesey
      would have been company for me in the absence of the young ladies, but she
      was confined to her room by a cold. The servants were so surprised at
      seeing me that they hurried and bustled absurdly, and made all sorts of
      annoying mistakes. Even the butler, who was old enough to have known
      better, brought me a bottle of port that was chilled. The reports of Mr.
      Fairlie's health were just as usual, and when I sent up a message to
      announce my arrival, I was told that he would be delighted to see me the
      next morning but that the sudden news of my appearance had prostrated him
      with palpitations for the rest of the evening. The wind howled dismally
      all night, and strange cracking and groaning noises sounded here, there,
      and everywhere in the empty house. I slept as wretchedly as possible, and
      got up in a mighty bad humour to breakfast by myself the next morning.",0,[],"[""Leaving by an early train, I got to Limmeridge in time for dinner. The\n      house was oppressively empty and dull. I had expected that good Mrs Vesey\n      would have been company for me in the absence of the young ladies, but she\n      was confined to her room by a cold. The servants were so surprised at\n      seeing me that they hurried and bustled absurdly, and made all sorts of\n      annoying mistakes. Even the butler, who was old enough to have known\n      better, brought me a bottle of port that was chilled. The reports of Mr\n      Fairlie's health were just as usual, and when I sent up a message to\n      announce my arrival, I was told that he would be delighted to see me the\n      next morning but that the sudden news of my appearance had prostrated him\n      with palpitations for the rest of the evening. The wind howled dismally\n      all night, and strange cracking and groaning noises sounded here, there,\n      and everywhere in the empty house. I slept as wretchedly as possible, and\n      got up in a mighty bad humour to breakfast by myself the next morning.""]",
986,986,narrative,"At ten o'clock I was conducted to Mr. Fairlie's apartments. He was in his
      usual room, his usual chair, and his usual aggravating state of mind and
      body. When I went in, his valet was standing before him, holding up for
      inspection a heavy volume of etchings, as long and as broad as my office
      writing-desk. The miserable foreigner grinned in the most abject manner,
      and looked ready to drop with fatigue, while his master composedly turned
      over the etchings, and brought their hidden beauties to light with the
      help of a magnifying glass.",0,[],"[""At ten o'clock I was conducted to Mr Fairlie's apartments. He was in his\n      usual room, his usual chair, and his usual aggravating state of mind and\n      body. When I went in, his valet was standing before him, holding up for\n      inspection a heavy volume of etchings, as long and as broad as my office\n      writing-desk. The miserable foreigner grinned in the most abject manner,\n      and looked ready to drop with fatigue, while his master composedly turned\n      over the etchings, and brought their hidden beauties to light with the\n      help of a magnifying glass.""]",
987,987,utterance,"""You very best of good old friends,"" said Mr. Fairlie, leaning back lazily
      before he could look at me, ""are you quite well? How nice of you to
      come here and see me in my solitude. Dear Gilmore!""",2,"['""You very best of good old friends,""', '""are you quite well? How nice of you to\n      come here and see me in my solitude. Dear Gilmore!""']","['""You very best of good old friends,""', '""are you quite well? How nice of you to\n      come here and see me in my solitude. Dear Gilmore!""']",
988,988,narrative,"I had expected that the valet would be dismissed when I appeared, but
      nothing of the sort happened. There he stood, in front of his master's
      chair, trembling under the weight of the etchings, and there Mr. Fairlie
      sat, serenely twirling the magnifying glass between his white fingers and
      thumbs.",0,[],"[""I had expected that the valet would be dismissd when I appeared, but\n      nothing of the sort happened. There he stood, in front of his master's\n      chair, trembling under the weight of the etchings, and there Mr Fairlie\n      sat, serenely twirling the magnifying glass between his white fingers and\n      thumbs.""]",
989,989,utterance,"""I have come to speak to you on a very important matter,"" I said, ""and you
      will therefore excuse me, if I suggest that we had better be alone.""",2,"['""I have come to speak to you on a very important matter,""', '""and you\n      will therefore excuse me, if I suggest that we had better be alone.""']","['""I have come to speak to you on a very important matter,""', '""and you\n      will therefore excuse me, if I suggest that we had better be alone.""']",
990,990,utterance,"The unfortunate valet looked at me gratefully. Mr. Fairlie faintly
      repeated my last three words, ""better be alone,"" with every appearance of
      the utmost possible astonishment.",1,"['""better be alone,""']","['The unfortunate valet looked at me gratefully. Mr Fairlie faintly\n      repeated my last three words, ', '""better be alone,""', ' with every appearance of\n      the utmost possible astonishment.']",
991,991,narrative,"I was in no humour for trifling, and I resolved to make him understand
      what I meant.",0,[],"['I was in no humour for trifling, and I resolved to make him understand\n      what I meant.']",
992,992,utterance,"""Oblige me by giving that man permission to withdraw,"" I said, pointing to
      the valet.",1,"['""Oblige me by giving that man permission to withdraw,""']","['""Oblige me by giving that man permisson to withdraw,""', ' I said, pointing to\n      the valet.']",
993,993,narrative,"Mr. Fairlie arched his eyebrows and pursed up his lips in sarcastic
      surprise.",0,[],['Mr Fairlie arched his eyebrows and pursed up his lips in sarcastic\n      surprise.'],
994,994,utterance,"""Man?"" he repeated. ""You provoking old Gilmore, what can you possibly mean
      by calling him a man? He's nothing of the sort. He might have been a man
      half an hour ago, before I wanted my etchings, and he may be a man half an
      hour hence, when I don't want them any longer. At present he is simply a
      portfolio stand. Why object, Gilmore, to a portfolio stand?""",2,"['""Man?""', '""You provoking old Gilmore, what can you possibly mean\n      by calling him a man? He\'s nothing of the sort. He might have been a man\n      half an hour ago, before I wanted my etchings, and he may be a man half an\n      hour hence, when I don\'t want them any longer. At present he is simply a\n      portfolio stand. Why object, Gilmore, to a portfolio stand?""']","['""Man?""', '""You provoking old Gilmore, what can you possibly mean\n      by calling him a man? He\'s nothing of the sort. He might have been a man\n      half an hour ago, before I wanted my etchings, and he may be a man half an\n      hour hence, when I don\'t want them any longer. At present he is simply a\n      portfolio stand. Why object, Gilmore, to a portfolio stand?""']",
995,995,utterance,"""I do object. For the third time, Mr. Fairlie, I beg that we may be
      alone.""",1,"['""I do object. For the third time, Mr. Fairlie, I beg that we may be\n      alone.""']","['""I do object. For the third time, Mr Fairlie, I beg that we may be\n      alone.""']",
996,996,narrative,"My tone and manner left him no alternative but to comply with my request.
      He looked at the servant, and pointed peevishly to a chair at his side.",0,[],"['My tone and manner left him no alternative but to comply with my request.\n      He looked at the servant, and pointed peevishly to a chair at his side.']",
997,997,utterance,"""Put down the etchings and go away,"" he said. ""Don't upset me by losing my
      place. Have you, or have you not, lost my place? Are you sure you have
      not? And have you put my hand-bell quite within my reach? Yes? Then why
      the devil don't you go?""",2,"['""Put down the etchings and go away,""', '""Don\'t upset me by losing my\n      place. Have you, or have you not, lost my place? Are you sure you have\n      not? And have you put my hand-bell quite within my reach? Yes? Then why\n      the devil don\'t you go?""']","['""Put down the etchings and go away,""', '""Don\'t upset me by losing my\n      place. Have you, or have you not, lost my place? Are you sure you have\n      not? And have you put my hand-bell quite within my reach? Yes? Then why\n      the devil don\'t you go?""']",
998,998,narrative,"The valet went out. Mr. Fairlie twisted himself round in his chair,
      polished the magnifying glass with his delicate cambric handkerchief, and
      indulged himself with a sidelong inspection of the open volume of
      etchings. It was not easy to keep my temper under these circumstances, but
      I did keep it.",0,[],"['The valet went out. Mr Fairlie twisted himslf round in his chair,\n      polished the magnifying glass with his delicate cambric handkerchief, and\n      indulged himslf with a sidelong inspection of the open volume of\n      etchings. It was not easy to keep my temper under these circumsances, but\n      I did keep it.']",
999,999,utterance,"""I have come here at great personal inconvenience,"" I said, ""to serve the
      interests of your niece and your family, and I think I have established
      some slight claim to be favoured with your attention in return.""",2,"['""I have come here at great personal inconvenience,""', '""to serve the\n      interests of your niece and your family, and I think I have established\n      some slight claim to be favoured with your attention in return.""']","['""I have come here at great personal inconvenience,""', '""to serve the\n      interests of your niece and your family, and I think I have established\n      some slight claim to be favoured with your attention in return.""']",
1000,1000,utterance,"""Don't bully me!"" exclaimed Mr. Fairlie, falling back helplessly in the
      chair, and closing his eyes. ""Please don't bully me. I'm not strong
      enough.""",2,"['""Don\'t bully me!""', '""Please don\'t bully me. I\'m not strong\n      enough.""']","['""Don\'t bully me!""', '""Please don\'t bully me. I\'m not strong\n      enough.""']",
1001,1001,narrative,"I was determined not to let him provoke me, for Laura Fairlie's sake.",0,[],"[""I was determined not to let him provoke me, for Laura Fairlie's sake.""]",
1002,1002,utterance,"""My object,"" I went on, ""is to entreat you to reconsider your letter, and
      not to force me to abandon the just rights of your niece, and of all who
      belong to her. Let me state the case to you once more, and for the last
      time.""",2,"['""My object,""', '""is to entreat you to reconsider your letter, and\n      not to force me to abandon the just rights of your niece, and of all who\n      belong to her. Let me state the case to you once more, and for the last\n      time.""']","['""My object,""', '""is to entreat you to reconsider your letter, and\n      not to force me to abandon the just rights of your niece, and of all who\n      belong to her. Let me state the case to you once more, and for the last\n      time.""']",
1003,1003,narrative,Mr. Fairlie shook his head and sighed piteously.,0,[],['Mr Fairlie shook his head and sighed piteously.'],
1004,1004,utterance,"""This is heartless of you, Gilmore—very heartless,"" he said. ""Never
      mind, go on.""",2,"['""This is heartless of you, Gilmore—very heartless,""', '""Never\n      mind, go on.""']","['""This is heartless of you, Gilmore—very heartless,""', '""Never\n      mind, go on.""']",
1005,1005,narrative,"I put all the points to him carefully—I set the matter before him in
      every conceivable light. He lay back in the chair the whole time I was
      speaking with his eyes closed. When I had done he opened them indolently,
      took his silver smelling-bottle from the table, and sniffed at it with an
      air of gentle relish.",0,[],"['I put all the points to him carefully—I set the matter before him in\n      every conceivable light. He lay back in the chair the whole time I was\n      speaking with his eyes closed. When I had done he opened them indolently,\n      took his silver smelling-bottle from the table, and sniffed at it with an\n      air of gentle relish.']",
1006,1006,utterance,"""Good Gilmore!"" he said between the sniffs, ""how very nice this is of you!
      How you reconcile one to human nature!""",2,"['""Good Gilmore!""', '""how very nice this is of you!\n      How you reconcile one to human nature!""']","['""Good Gilmore!""', '""how very nice this is of you!\n      How you reconcile one to human nature!""']",
1007,1007,utterance,"""Give me a plain answer to a plain question, Mr. Fairlie. I tell you
      again, Sir Percival Glyde has no shadow of a claim to expect more than the
      income of the money. The money itself if your niece has no children, ought
      to be under her control, and to return to her family. If you stand firm,
      Sir Percival must give way—he must give way, I tell you, or he
      exposes himself to the base imputation of marrying Miss Fairlie entirely
      from mercenary motives.""",1,"['""Give me a plain answer to a plain question, Mr. Fairlie. I tell you\n      again, Sir Percival Glyde has no shadow of a claim to expect more than the\n      income of the money. The money itself if your niece has no children, ought\n      to be under her control, and to return to her family. If you stand firm,\n      Sir Percival must give way—he must give way, I tell you, or he\n      exposes himself to the base imputation of marrying Miss Fairlie entirely\n      from mercenary motives.""']","['""Give me a plain answer to a plain question, Mr Fairlie. I tell you\n      again, Sir Percival Glyde has no shadow of a claim to expect more than the\n      income of the money. The money itself if your niece has no children, ought\n      to be under her control, and to return to her family. If you stand firm,\n      Sir Percival must give way—he must give way, I tell you, or he\n      exposes himslf to the base imputation of marrying MissFairlie entirely\n      from mercenary motives.""']",
1008,1008,narrative,Mr. Fairlie shook the silver smelling-bottle at me playfully.,0,[],['Mr Fairlie shook the silver smelling-bottle at me playfully.'],
1009,1009,utterance,"""You dear old Gilmore, how you do hate rank and family, don't you? How you
      detest Glyde because he happens to be a baronet. What a Radical you are—oh,
      dear me, what a Radical you are!""",1,"['""You dear old Gilmore, how you do hate rank and family, don\'t you? How you\n      detest Glyde because he happens to be a baronet. What a Radical you are—oh,\n      dear me, what a Radical you are!""']","['""You dear old Gilmore, how you do hate rank and family, don\'t you? How you\n      detest Glyde because he happens to be a baronet. What a Radical you are—oh,\n      dear me, what a Radical you are!""']",
1010,1010,narrative,"A Radical!!! I could put up with a good deal of provocation, but, after
      holding the soundest Conservative principles all my life, I could not
      put up with being called a Radical. My blood boiled at it—I started
      out of my chair—I was speechless with Indignation.",0,[],"['A Radical!!! I could put up with a good deal of provocation, but, after\n      holding the soundest Conservative principles all my life, I could not\n      put up with being called a Radical. My blood boiled at it—I started\n      out of my chair—I was speechless with Indignation.']",
1011,1011,utterance,"""Don't shake the room!"" cried Mr. Fairlie—""for Heaven's sake don't
      shake the room! Worthiest of all possible Gilmores, I meant no offence. My
      own views are so extremely liberal that I think I am a Radical myself.
      Yes. We are a pair of Radicals. Please don't be angry. I can't quarrel—I
      haven't stamina enough. Shall we drop the subject? Yes. Come and look at
      these sweet etchings. Do let me teach you to understand the heavenly
      pearliness of these lines. Do now, there's a good Gilmore!""",2,"['""Don\'t shake the room!""', '""for Heaven\'s sake don\'t\n      shake the room! Worthiest of all possible Gilmores, I meant no offence. My\n      own views are so extremely liberal that I think I am a Radical myself.\n      Yes. We are a pair of Radicals. Please don\'t be angry. I can\'t quarrel—I\n      haven\'t stamina enough. Shall we drop the subject? Yes. Come and look at\n      these sweet etchings. Do let me teach you to understand the heavenly\n      pearliness of these lines. Do now, there\'s a good Gilmore!""']","['""Don\'t shake the room!""', '""for Heaven\'s sake don\'t\n      shake the room! Worthiest of all possible Gilmores, I meant no offence. My\n      own views are so extremely liberal that I think I am a Radical myself.\n      Yes. We are a pair of Radicals. Please don\'t be angry. I can\'t quarrel—I\n      haven\'t stamina enough. Shall we drop the subject? Yes. Come and look at\n      these sweet etchings. Do let me teach you to understand the heavenly\n      pearliness of these lines. Do now, there\'s a good Gilmore!""']",
1012,1012,narrative,"While he was maundering on in this way I was, fortunately for my own
      self-respect, returning to my senses. When I spoke again I was composed
      enough to treat his impertinence with the silent contempt that it
      deserved.",0,[],"['While he was maundering on in this way I was, fortunately for my own\n      self-respect, returning to my senses. When I spoke again I was composed\n      enough to treat his impertinence with the silent contempt that it\n      deserved.']",
1013,1013,utterance,"""You are entirely wrong, sir,"" I said, ""in supposing that I speak from any
      prejudice against Sir Percival Glyde. I may regret that he has so
      unreservedly resigned himself in this matter to his lawyer's direction as
      to make any appeal to himself impossible, but I am not prejudiced against
      him. What I have said would equally apply to any other man in his
      situation, high or low. The principle I maintain is a recognised
      principle. If you were to apply at the nearest town here, to the first
      respectable solicitor you could find, he would tell you as a stranger what
      I tell you as a friend. He would inform you that it is against all rule to
      abandon the lady's money entirely to the man she marries. He would
      decline, on grounds of common legal caution, to give the husband, under
      any circumstances whatever, an interest of twenty thousand pounds in his
      wife's death.""",2,"['""You are entirely wrong, sir,""', '""in supposing that I speak from any\n      prejudice against Sir Percival Glyde. I may regret that he has so\n      unreservedly resigned himself in this matter to his lawyer\'s direction as\n      to make any appeal to himself impossible, but I am not prejudiced against\n      him. What I have said would equally apply to any other man in his\n      situation, high or low. The principle I maintain is a recognised\n      principle. If you were to apply at the nearest town here, to the first\n      respectable solicitor you could find, he would tell you as a stranger what\n      I tell you as a friend. He would inform you that it is against all rule to\n      abandon the lady\'s money entirely to the man she marries. He would\n      decline, on grounds of common legal caution, to give the husband, under\n      any circumstances whatever, an interest of twenty thousand pounds in his\n      wife\'s death.""']","['""You are entirely wrong, sir,""', '""in supposing that I speak from any\n      prejudice against Sir Percival Glyde. I may regret that he has so\n      unreservedly resigned himslf in this matter to his lawyer\'s direction as\n      to make any appeal to himslf impossible, but I am not prejudiced against\n      him. What I have said would equally apply to any other man in his\n      situation, high or low. The principle I maintain is a recognised\n      principle. If you were to apply at the nearest town here, to the first\n      respectable solicitor you could find, he would tell you as a stranger what\n      I tell you as a friend. He would inform you that it is against all rule to\n      abandon the lady\'s money entirely to the man she marries. He would\n      decline, on grounds of common legal caution, to give the husband, under\n      any circumsances whatever, an interest of twenty thousand pounds in his\n      wife\'s death.""']",
1014,1014,utterance,"""Would he really, Gilmore?"" said Mr. Fairlie. ""If he said anything half so
      horrid, I do assure you I should tinkle my bell for Louis, and have him
      sent out of the house immediately.""",2,"['""Would he really, Gilmore?""', '""If he said anything half so\n      horrid, I do assure you I should tinkle my bell for Louis, and have him\n      sent out of the house immediately.""']","['""Would he really, Gilmore?""', '""If he said anything half so\n      horrid, I do assure you I should tinkle my bell for Louis, and have him\n      sent out of the house immediately.""']",
1015,1015,utterance,"""You shall not irritate me, Mr. Fairlie—for your niece's sake and
      for her father's sake, you shall not irritate me. You shall take the whole
      responsibility of this discreditable settlement on your own shoulders
      before I leave the room.""",1,"['""You shall not irritate me, Mr. Fairlie—for your niece\'s sake and\n      for her father\'s sake, you shall not irritate me. You shall take the whole\n      responsibility of this discreditable settlement on your own shoulders\n      before I leave the room.""']","['""You shall not irritate me, Mr Fairlie—for your niece\'s sake and\n      for her father\'s sake, you shall not irritate me. You shall take the whole\n      responsibility of this discreditable settlement on your own shoulders\n      before I leave the room.""']",
1016,1016,utterance,"""Don't!—now please don't!"" said Mr. Fairlie. ""Think how precious
      your time is, Gilmore, and don't throw it away. I would dispute with you
      if I could, but I can't—I haven't stamina enough. You want to upset
      me, to upset yourself, to upset Glyde, and to upset Laura; and—oh,
      dear me!—all for the sake of the very last thing in the world that
      is likely to happen. No, dear friend, in the interests of peace and
      quietness, positively No!""",2,"['""Don\'t!—now please don\'t!""', '""Think how precious\n      your time is, Gilmore, and don\'t throw it away. I would dispute with you\n      if I could, but I can\'t—I haven\'t stamina enough. You want to upset\n      me, to upset yourself, to upset Glyde, and to upset Laura; and—oh,\n      dear me!—all for the sake of the very last thing in the world that\n      is likely to happen. No, dear friend, in the interests of peace and\n      quietness, positively No!""']","['""Don\'t!—now please don\'t!""', '""Think how precious\n      your time is, Gilmore, and don\'t throw it away. I would dispute with you\n      if I could, but I can\'t—I haven\'t stamina enough. You want to upset\n      me, to upset yourself, to upset Glyde, and to upset Laura; and—oh,\n      dear me!—all for the sake of the very last thing in the world that\n      is likely to happen. No, dear friend, in the interests of peace and\n      quietness, positively No!""']",
1017,1017,utterance,"""I am to understand, then, that you hold by the determination expressed in
      your letter?""",1,"['""I am to understand, then, that you hold by the determination expressed in\n      your letter?""']","['""I am to understand, then, that you hold by the determination expressed in\n      your letter?""']",
1018,1018,utterance,"""Yes, please. So glad we understand each other at last. Sit down again—do!""",1,"['""Yes, please. So glad we understand each other at last. Sit down again—do!""']","['""Yes, please. So glad we understand each other at last. Sit down again—do!""']",
1019,1019,utterance,"I walked at once to the door, and Mr. Fairlie resignedly ""tinkled"" his
      hand-bell. Before I left the room I turned round and addressed him for the
      last time.",1,"['""tinkled""']","['I walked at once to the door, and Mr Fairlie resignedly ', '""tinkled""', ' his\n      hand-bell. Before I left the room I turned round and addressed him for the\n      last time.']",
1020,1020,utterance,"""Whatever happens in the future, sir,"" I said, ""remember that my plain
      duty of warning you has been performed. As the faithful friend and servant
      of your family, I tell you, at parting, that no daughter of mine should be
      married to any man alive under such a settlement as you are forcing me to
      make for Miss Fairlie.""",2,"['""Whatever happens in the future, sir,""', '""remember that my plain\n      duty of warning you has been performed. As the faithful friend and servant\n      of your family, I tell you, at parting, that no daughter of mine should be\n      married to any man alive under such a settlement as you are forcing me to\n      make for Miss Fairlie.""']","['""Whatever happens in the future, sir,""', '""remember that my plain\n      duty of warning you has been performed. As the faithful friend and servant\n      of your family, I tell you, at parting, that no daughter of mine should be\n      married to any man alive under such a settlement as you are forcing me to\n      make for MissFairlie.""']",
1021,1021,narrative,"The door opened behind me, and the valet stood waiting on the threshold.",0,[],"['The door opened behind me, and the valet stood waiting on the threshold.']",
1022,1022,utterance,"""Louis,"" said Mr. Fairlie, ""show Mr. Gilmore out, and then come back and
      hold up my etchings for me again. Make them give you a good lunch
      downstairs. Do, Gilmore, make my idle beasts of servants give you a good
      lunch!""",2,"['""Louis,""', '""show Mr. Gilmore out, and then come back and\n      hold up my etchings for me again. Make them give you a good lunch\n      downstairs. Do, Gilmore, make my idle beasts of servants give you a good\n      lunch!""']","['""Louis,""', '""show Mr Gilmore out, and then come back and\n      hold up my etchings for me again. Make them give you a good lunch\n      downstairs. Do, Gilmore, make my idle beasts of servants give you a good\n      lunch!""']",
1023,1023,narrative,"I was too much disgusted to reply—I turned on my heel, and left him
      in silence. There was an up train at two o'clock in the afternoon, and by
      that train I returned to London.",0,[],"[""I was too much disgusted to reply—I turned on my heel, and left him\n      in silence. There was an up train at two o'clock in the afternoon, and by\n      that train I returned to London.""]",
1024,1024,narrative,"On the Tuesday I sent in the altered settlement, which practically
      disinherited the very persons whom Miss Fairlie's own lips had informed me
      she was most anxious to benefit. I had no choice. Another lawyer would
      have drawn up the deed if I had refused to undertake it.",0,[],"[""On the Tuesday I sent in the altered settlement, which practically\n      disinherited the very persons whom MissFairlie's own lips had informed me\n      she was most anxious to benefit. I had no choice. Another lawyer would\n      have drawn up the deed if I had refused to undertake it.""]",
1025,1025,narrative,"My task is done. My personal share in the events of the family story
      extends no farther than the point which I have just reached. Other pens
      than mine will describe the strange circumstances which are now shortly to
      follow. Seriously and sorrowfully I close this brief record. Seriously and
      sorrowfully I repeat here the parting words that I spoke at Limmeridge
      House:—No daughter of mine should have been married to any man alive
      under such a settlement as I was compelled to make for Laura Fairlie.",0,[],['My task is done. My personal share in the events of the family story\n      extends no farther than the point which I have just reached. Other pens\n      than mine will describe the strange circumsances which are now shortly to\n      follow. Seriously and sorrowfully I close this brief record. Seriously and\n      sorrowfully I repeat here the parting words that I spoke at Limmeridge\n      House:—No daughter of mine should have been married to any man alive\n      under such a settlement as I was compelled to make for Laura Fairlie.'],
1026,1026,narrative,"[1] The passages omitted, here and elsewhere, in Miss Halcombe's Diary are
      only those which bear no reference to Miss Fairlie or to any of the
      persons with whom she is associated in these pages.",0,[],"[""[1] The passages omitted, here and elsewhere, in MissHalcombe's Diary are\n      only those which bear no reference to MissFairlie or to any of the\n      persons with whom she is associated in these pages.""]",
1027,1027,narrative,This morning Mr. Gilmore left us.,0,[],['This morning Mr Gilmore left us.'],
1028,1028,narrative,"His interview with Laura had evidently grieved and surprised him more than
      he liked to confess. I felt afraid, from his look and manner when we
      parted, that she might have inadvertently betrayed to him the real secret
      of her depression and my anxiety. This doubt grew on me so, after he had
      gone, that I declined riding out with Sir Percival, and went up to Laura's
      room instead.",0,[],"[""His interview with Laura had evidently grieved and surprised him more than\n      he liked to confess. I felt afraid, from his look and manner when we\n      parted, that she might have inadvertently betrayed to him the real secret\n      of her depression and my anxiety. This doubt grew on me so, after he had\n      gone, that I declined riding out with Sir Percival, and went up to Laura's\n      room instead.""]",
1029,1029,narrative,"I have been sadly distrustful of myself, in this difficult and lamentable
      matter, ever since I found out my own ignorance of the strength of Laura's
      unhappy attachment. I ought to have known that the delicacy and
      forbearance and sense of honour which drew me to poor Hartright, and made
      me so sincerely admire and respect him, were just the qualities to appeal
      most irresistibly to Laura's natural sensitiveness and natural generosity
      of nature. And yet, until she opened her heart to me of her own accord, I
      had no suspicion that this new feeling had taken root so deeply. I once
      thought time and care might remove it. I now fear that it will remain with
      her and alter her for life. The discovery that I have committed such an
      error in judgment as this makes me hesitate about everything else. I
      hesitate about Sir Percival, in the face of the plainest proofs. I
      hesitate even in speaking to Laura. On this very morning I doubted, with
      my hand on the door, whether I should ask her the questions I had come to
      put, or not.",0,[],"[""I have been sadly distrustful of myself, in this difficult and lamentable\n      matter, ever since I found out my own ignorance of the strength of Laura's\n      unhappy attachment. I ought to have known that the delicacy and\n      forbearance and sense of honour which drew me to poor Hartright, and made\n      me so sincerely admire and respect him, were just the qualities to appeal\n      most irresistibly to Laura's natural sensitiveness and natural generosity\n      of nature. And yet, until she opened her heart to me of her own accord, I\n      had no suspicion that this new feeling had taken root so deeply. I once\n      thought time and care might remove it. I now fear that it will remain with\n      her and alter her for life. The discovery that I have committed such an\n      error in judgment as this makes me hesitate about everything else. I\n      hesitate about Sir Percival, in the face of the plainest proofs. I\n      hesitate even in speaking to Laura. On this very morning I doubted, with\n      my hand on the door, whether I should ask her the questions I had come to\n      put, or not.""]",
1030,1030,narrative,"When I went into her room I found her walking up and down in great
      impatience. She looked flushed and excited, and she came forward at once,
      and spoke to me before I could open my lips.",0,[],"['When I went into her room I found her walking up and down in great\n      impatience. She looked flushed and excited, and she came forward at once,\n      and spoke to me before I could open my lips.']",
1031,1031,utterance,"""I wanted you,"" she said. ""Come and sit down on the sofa with me. Marian!
      I can bear this no longer—I must and will end it.""",2,"['""I wanted you,""', '""Come and sit down on the sofa with me. Marian!\n      I can bear this no longer—I must and will end it.""']","['""I wanted you,""', '""Come and sit down on the sofa with me. Marian!\n      I can bear this no longer—I must and will end it.""']",
1032,1032,narrative,"There was too much colour in her cheeks, too much energy in her manner,
      too much firmness in her voice. The little book of Hartright's drawings—the
      fatal book that she will dream over whenever she is alone—was in one
      of her hands. I began by gently and firmly taking it from her, and putting
      it out of sight on a side-table.",0,[],"[""There was too much colour in her cheeks, too much energy in her manner,\n      too much firmness in her voice. The little book of Hartright's drawings—the\n      fatal book that she will dream over whenever she is alone—was in one\n      of her hands. I began by gently and firmly taking it from her, and putting\n      it out of sight on a side-table.""]",
1033,1033,utterance,"""Tell me quietly, my darling, what you wish to do,"" I said. ""Has Mr.
      Gilmore been advising you?""",2,"['""Tell me quietly, my darling, what you wish to do,""', '""Has Mr.\n      Gilmore been advising you?""']","['""Tell me quietly, my darling, what you wish to do,""', '""Has Mr\n      Gilmore been advising you?""']",
1034,1034,utterance,"She shook her head. ""No, not in what I am thinking of now. He was very
      kind and good to me, Marian, and I am ashamed to say I distressed him by
      crying. I am miserably helpless—I can't control myself. For my own
      sake, and for all our sakes, I must have courage enough to end it.""",1,"['""No, not in what I am thinking of now. He was very\n      kind and good to me, Marian, and I am ashamed to say I distressed him by\n      crying. I am miserably helpless—I can\'t control myself. For my own\n      sake, and for all our sakes, I must have courage enough to end it.""']","['She shook her head. ', '""No, not in what I am thinking of now. He was very\n      kind and good to me, Marian, and I am ashamed to say I distressed him by\n      crying. I am miserably helpless—I can\'t control myself. For my own\n      sake, and for all our sakes, I must have courage enough to end it.""']",
1035,1035,utterance,"""Do you mean courage enough to claim your release?"" I asked.",1,"['""Do you mean courage enough to claim your release?""']","['""Do you mean courage enough to claim your release?""', ' I asked.']",
1036,1036,utterance,"""No,"" she said simply. ""Courage, dear, to tell the truth.""",2,"['""No,""', '""Courage, dear, to tell the truth.""']","['""No,""', '""Courage, dear, to tell the truth.""']",
1037,1037,narrative,"She put her arms round my neck, and rested her head quietly on my bosom.
      On the opposite wall hung the miniature portrait of her father. I bent
      over her, and saw that she was looking at it while her head lay on my
      breast.",0,[],"['She put her armsround my neck, and rested her head quietly on my bosom.\n      On the opposite wall hung the miniature portrait of her father. I bent\n      over her, and saw that she was looking at it while her head lay on my\n      breast.']",
1038,1038,utterance,"""I can never claim my release from my engagement,"" she went on. ""Whatever
      way it ends it must end wretchedly for me. All I can do, Marian, is
      not to add the remembrance that I have broken my promise and forgotten my
      father's dying words, to make that wretchedness worse.""",2,"['""I can never claim my release from my engagement,""', '""Whatever\n      way it ends it must end wretchedly for me. All I can do, Marian, is\n      not to add the remembrance that I have broken my promise and forgotten my\n      father\'s dying words, to make that wretchedness worse.""']","['""I can never claim my release from my engagement,""', '""Whatever\n      way it ends it must end wretchedly for me. All I can do, Marian, is\n      not to add the remembrance that I have broken my promise and forgotten my\n      father\'s dying words, to make that wretchedness worse.""']",
1039,1039,utterance,"""What is it you propose, then?"" I asked.",1,"['""What is it you propose, then?""']","['""What is it you propose, then?""', ' I asked.']",
