,utter_1,utter_2,label,split_tag
555,"[N] ""So, Lizzy,"" [N] ""your sister is crossed in love, I find. I congratulate her. Next to being       married, a girl likes to be crossed a little in love now and then. It is       something to think of, and it gives her a sort of distinction among her       companions. When is your turn to come? You will hardly bear to be long       outdone by Jane. Now is your time. Here are officers enough in Meryton to       disappoint all the young ladies in the country. Let Wickham be your       man. He is a pleasant fellow, and would jilt you creditably.""","""Thank you, sir, but a less agreeable man would satisfy me. We must not       all expect Jane's good fortune.""",response,test
556,"""Thank you, sir, but a less agreeable man would satisfy me. We must not       all expect Jane's good fortune.""","""True,"" [N] ""but it is a comfort to think that whatever of       that kind may befall you, you have an affectionate mother who will make       the most of it.""",response,test
557,"""True,"" [N] ""but it is a comfort to think that whatever of       that kind may befall you, you have an affectionate mother who will make       the most of it.""","""I do not blame Jane,"" [N] ""for Jane would have got Mr Bingley       if she could. But Lizzy! Oh, sister! It is very hard to think that she       might have been Mr Collins's wife by this time, had it not been for her       own perverseness. He made her an offer in this very room, and she refused       him. The consequence of it is, that Lady Lucas will have a daughter       married before I have, and that the Longbourn estate is just as much       entailed as ever. The Lucases are very artful people indeed, sister. They       are all for what they can get. I am sorry to say it of them, but so it is.       It makes me very nervous and poorly, to be thwarted so in my own family,       and to have neighbours who think of themslves before anybody else.       However, your coming just at this time is the greatest of comforts, and I       am very glad to hear what you tell us, of long sleeves.""",not_pair,test
558,"""I do not blame Jane,"" [N] ""for Jane would have got Mr Bingley       if she could. But Lizzy! Oh, sister! It is very hard to think that she       might have been Mr Collins's wife by this time, had it not been for her       own perverseness. He made her an offer in this very room, and she refused       him. The consequence of it is, that Lady Lucas will have a daughter       married before I have, and that the Longbourn estate is just as much       entailed as ever. The Lucases are very artful people indeed, sister. They       are all for what they can get. I am sorry to say it of them, but so it is.       It makes me very nervous and poorly, to be thwarted so in my own family,       and to have neighbours who think of themslves before anybody else.       However, your coming just at this time is the greatest of comforts, and I       am very glad to hear what you tell us, of long sleeves.""","[N] ""It       seemslikely to have been a desirable match for Jane,"" [N] ""I am       sorry it went off. But these things happen so often! A young man, such as       you describe Mr Bingley, so easily falls in love with a pretty girl for a       few weeks, and when accident separates them, so easily forgets her, that       these sort of inconsistencies are very frequent.""",not_pair,test
559,"[N] ""It       seemslikely to have been a desirable match for Jane,"" [N] ""I am       sorry it went off. But these things happen so often! A young man, such as       you describe Mr Bingley, so easily falls in love with a pretty girl for a       few weeks, and when accident separates them, so easily forgets her, that       these sort of inconsistencies are very frequent.""","""An excellent consolation in its way,"" [N] ""but it will not do       for us. We do not suffer by accident. It does not often       happen that the interference of friends will persuade a young man of       independent fortune to think no more of a girl whom he was violently in       love with only a few days before.""",response,test
560,"""An excellent consolation in its way,"" [N] ""but it will not do       for us. We do not suffer by accident. It does not often       happen that the interference of friends will persuade a young man of       independent fortune to think no more of a girl whom he was violently in       love with only a few days before.""","""But that expression of 'violently in love' is so hackneyed, so doubtful,       so indefinite, that it gives me very little idea. It is as often applied       to feelings which arise from a half-hour's acquaintance, as to a real,       strong attachment. Pray, how violent was Mr Bingley's love?""",response,test
561,"""But that expression of 'violently in love' is so hackneyed, so doubtful,       so indefinite, that it gives me very little idea. It is as often applied       to feelings which arise from a half-hour's acquaintance, as to a real,       strong attachment. Pray, how violent was Mr Bingley's love?""","""I never saw a more promising inclination; he was growing quite       inattentive to other people, and wholly engrossed by her. Every time they       met, it was more decided and remarkable. At his own ball he offended two       or three young ladies, by not asking them to dance; and I spoke to him       twice myself, without receiving an answer. Could there be finer symptoms       Is not general incivility the very essence of love?""",response,test
562,"""I never saw a more promising inclination; he was growing quite       inattentive to other people, and wholly engrossed by her. Every time they       met, it was more decided and remarkable. At his own ball he offended two       or three young ladies, by not asking them to dance; and I spoke to him       twice myself, without receiving an answer. Could there be finer symptoms       Is not general incivility the very essence of love?""","""Oh, yes!—of that kind of love which I suppose him to have felt.       Poor Jane! I am sorry for her, because, with her disposition, she may not       get over it immediately. It had better have happened to you, Lizzy;       you would have laughed yourself out of it sooner. But do you think she       would be prevailed upon to go back with us? Change of scene might be of       service—and perhaps a little relief from home may be as useful as       anything.""",response,test
563,"""Oh, yes!—of that kind of love which I suppose him to have felt.       Poor Jane! I am sorry for her, because, with her disposition, she may not       get over it immediately. It had better have happened to you, Lizzy;       you would have laughed yourself out of it sooner. But do you think she       would be prevailed upon to go back with us? Change of scene might be of       service—and perhaps a little relief from home may be as useful as       anything.""","""I hope,"" [N] ""that no consideration with regard to this       young man will influence her. We live in so different a part of town, all       our connections are so different, and, as you well know, we go out so       little, that it is very improbable that they should meet at all, unless he       really comes to see her.""",part,test
564,"""I hope,"" [N] ""that no consideration with regard to this       young man will influence her. We live in so different a part of town, all       our connections are so different, and, as you well know, we go out so       little, that it is very improbable that they should meet at all, unless he       really comes to see her.""","""And that is quite impossible; for he is now in the custody of his       friend, and Mr Darcy would no more suffer him to call on Jane in such a       part of London! My dear aunt, how could you think of it? Mr Darcy may       perhaps have heard of such a place as Gracechurch Street, but he       would hardly think a month's ablution enough to cleanse him from its       impurities, were he once to enter it; and depend upon it, Mr Bingley       never stirs without him.""",response,test
565,"""And that is quite impossible; for he is now in the custody of his       friend, and Mr Darcy would no more suffer him to call on Jane in such a       part of London! My dear aunt, how could you think of it? Mr Darcy may       perhaps have heard of such a place as Gracechurch Street, but he       would hardly think a month's ablution enough to cleanse him from its       impurities, were he once to enter it; and depend upon it, Mr Bingley       never stirs without him.""","""So much the better. I hope they will not meet at all. But does not Jane       correspond with his sister? She will not be able to help calling.""",response,test
566,"""So much the better. I hope they will not meet at all. But does not Jane       correspond with his sister? She will not be able to help calling.""","""She will drop the acquaintance entirely.""",response,test
567,"""She will drop the acquaintance entirely.""","""You are too sensible a girl, Lizzy, to fall in love merely because you       are warned against it; and, therefore, I am not afraid of speaking openly.       Seriously, I would have you be on your guard. Do not involve yourself or       endeavour to involve him in an affection which the want of fortune would       make so very imprudent. I have nothing to say against him; he is a       most interesting young man; and if he had the fortune he ought to have, I       should think you could not do better. But as it is, you must not let your       fancy run away with you. You have sense, and we all expect you to use it.       Your father would depend on your resolution and good conduct, I am       sure. You must not disappoint your father.""",not_pair,test
568,"""You are too sensible a girl, Lizzy, to fall in love merely because you       are warned against it; and, therefore, I am not afraid of speaking openly.       Seriously, I would have you be on your guard. Do not involve yourself or       endeavour to involve him in an affection which the want of fortune would       make so very imprudent. I have nothing to say against him; he is a       most interesting young man; and if he had the fortune he ought to have, I       should think you could not do better. But as it is, you must not let your       fancy run away with you. You have sense, and we all expect you to use it.       Your father would depend on your resolution and good conduct, I am       sure. You must not disappoint your father.""","""My dear aunt, this is being serious indeed.""",response,test
569,"""My dear aunt, this is being serious indeed.""","""Yes, and I hope to engage you to be serious likewise.""",response,test
570,"""Yes, and I hope to engage you to be serious likewise.""","""Well, then, you need not be under any alarm. I will take care of myself,       and of Mr Wickham too. He shall not be in love with me, if I can prevent       it.""",response,test
571,"""Well, then, you need not be under any alarm. I will take care of myself,       and of Mr Wickham too. He shall not be in love with me, if I can prevent       it.""","""Elizabeth, you are not serious now.""",response,test
572,"""Elizabeth, you are not serious now.""","""I beg your pardon, I will try again. At present I am not in love with Mr       Wickham; no, I certainly am not. But he is, beyond all comparison, the       most agreeable man I ever saw—and if he becomes really attached to       me—I believe it will be better that he should not. I see the       imprudence of it. Oh! that abominable Mr Darcy! My father's       opinion of me does me the greatest honour, and I should be miserable to       forfeit it. My father, however, is partial to Mr Wickham. In short, my       dear aunt, I should be very sorry to be the means of making any of you       unhappy; but since we see every day that where there is affection, young       people are seldom withheld by immediate want of fortune from entering into       engagements with each other, how can I promise to be wiser than so many of       my fellow-creatures if I am tempted, or how am I even to know that it       would be wisdom to resist? All that I can promise you, therefore, is not       to be in a hurry. I will not be in a hurry to believe myself his first       object. When I am in company with him, I will not be wishing. In short, I       will do my best.""",response,test
573,"""I beg your pardon, I will try again. At present I am not in love with Mr       Wickham; no, I certainly am not. But he is, beyond all comparison, the       most agreeable man I ever saw—and if he becomes really attached to       me—I believe it will be better that he should not. I see the       imprudence of it. Oh! that abominable Mr Darcy! My father's       opinion of me does me the greatest honour, and I should be miserable to       forfeit it. My father, however, is partial to Mr Wickham. In short, my       dear aunt, I should be very sorry to be the means of making any of you       unhappy; but since we see every day that where there is affection, young       people are seldom withheld by immediate want of fortune from entering into       engagements with each other, how can I promise to be wiser than so many of       my fellow-creatures if I am tempted, or how am I even to know that it       would be wisdom to resist? All that I can promise you, therefore, is not       to be in a hurry. I will not be in a hurry to believe myself his first       object. When I am in company with him, I will not be wishing. In short, I       will do my best.""","""Perhaps it will be as well if you discourage his coming here so very       often. At least, you should not remind your mother of inviting       him.""",response,test
574,"""Perhaps it will be as well if you discourage his coming here so very       often. At least, you should not remind your mother of inviting       him.""","""As I did the other day,"" [N] ""very       true, it will be wise in me to refrain from that. But do not       imagine that he is always here so often. It is on your account that he has       been so frequently invited this week. You know my mother's ideas as to the       necessity of constant company for her friends. But really, and upon my       honour, I will try to do what I think to be the wisest; and now I hope you       are satisfied.""",response,test
575,"""As I did the other day,"" [N] ""very       true, it will be wise in me to refrain from that. But do not       imagine that he is always here so often. It is on your account that he has       been so frequently invited this week. You know my mother's ideas as to the       necessity of constant company for her friends. But really, and upon my       honour, I will try to do what I think to be the wisest; and now I hope you       are satisfied.""","[N] ""wished       they might be happy."" [N]",not_pair,test
576,"[N] ""wished       they might be happy."" [N]","""I shall depend on hearing from you very often, Eliza.""",not_pair,test
577,"""I shall depend on hearing from you very often, Eliza.""","""That you certainly shall.""",response,test
578,"""That you certainly shall.""","""And I have another favour to ask you. Will you come and see me?""",response,test
579,"""And I have another favour to ask you. Will you come and see me?""","""We shall often meet, I hope, in Hertfordshire.""",response,test
580,"""We shall often meet, I hope, in Hertfordshire.""","""I am not likely to leave Kent for some time. Promise me, therefore, to       come to Hunsford.""",response,test
581,"""I am not likely to leave Kent for some time. Promise me, therefore, to       come to Hunsford.""","""My father and Maria are coming to me in March,"" [N] ""and I       hope you will consent to be of the party. Indeed, Eliza, you will be as       welcome as either of them.""",part,test
582,"""My father and Maria are coming to me in March,"" [N] ""and I       hope you will consent to be of the party. Indeed, Eliza, you will be as       welcome as either of them.""","""My aunt,"" [N] ""is going to-morrow into that part of the town,       and I shall take the opportunity of calling in Grosvenor Street.""",not_pair,test
583,"""My aunt,"" [N] ""is going to-morrow into that part of the town,       and I shall take the opportunity of calling in Grosvenor Street.""","[N] ""I       did not think Caroline in spirits,"" [N] ""but she was very glad       to see me, and reproached me for giving her no notice of my coming to       London. I was right, therefore, my last letter had never reached her. I       inquired after their brother, of course. He was well, but so much engaged       with Mr Darcy that they scarcely ever saw him. I found that MissDarcy       was expected to dinner. I wish I could see her. My visit was not long, as       Caroline and Mrs Hurst were going out. I dare say I shall see them soon       here.""",not_pair,test
584,"[N] ""I       did not think Caroline in spirits,"" [N] ""but she was very glad       to see me, and reproached me for giving her no notice of my coming to       London. I was right, therefore, my last letter had never reached her. I       inquired after their brother, of course. He was well, but so much engaged       with Mr Darcy that they scarcely ever saw him. I found that MissDarcy       was expected to dinner. I wish I could see her. My visit was not long, as       Caroline and Mrs Hurst were going out. I dare say I shall see them soon       here.""","""My dearest Lizzy will, I am sure, be incapable of triumphing in her       better judgement, at my expense, when I confess myself to have been       entirely deceived in MissBingley's regard for me. But, my dear sister,       though the event has proved you right, do not think me obstinate if I       still assert that, considering what her behaviour was, my confidence was       as natural as your suspicion. I do not at all comprehend her reason for       wishing to be intimate with me; but if the same circumsances were to       happen again, I am sure I should be deceived again. Caroline did not       return my visit till yesterday; and not a note, not a line, did I receive       in the meantime. When she did come, it was very evident that she had no       pleasure in it; she made a slight, formal apology, for not calling before,       said not a word of wishing to see me again, and was in every respect so       altered a creature, that when she went away I was perfectly resolved to       continue the acquaintance no longer. I pity, though I cannot help blaming       her. She was very wrong in singling me out as she did; I can safely say       that every advance to intimacy began on her side. But I pity her, because       she must feel that she has been acting wrong, and because I am very sure       that anxiety for her brother is the cause of it. I need not explain myself       farther; and though we know this anxiety to be quite needless, yet       if she feels it, it will easily account for her behaviour to me; and so       deservedly dear as he is to his sister, whatever anxiety she must feel on       his behalf is natural and amiable. I cannot but wonder, however, at her       having any such fears now, because, if he had at all cared about me, we       must have met, long ago. He knows of my being in town, I am certain, from       something she said herself; and yet it would seem, by her manner of       talking, as if she wanted to persuade herself that he is really partial to       MissDarcy. I cannot understand it. If I were not afraid of judging       harshly, I should be almost tempted to say that there is a strong       appearance of duplicity in all this. But I will endeavour to banish every       painful thought, and think only of what will make me happy—your       affection, and the invariable kindness of my dear uncle and aunt. Let me       hear from you very soon. MissBingley said something of his never       returning to Netherfield again, of giving up the house, but not with any       certainty. We had better not mention it. I am extremely glad that you have       such pleasant accounts from our friends at Hunsford. Pray go to see them,       with Sir William and Maria. I am sure you will be very comfortable there.—Yours,       etc.""",part,test
585,"""My dearest Lizzy will, I am sure, be incapable of triumphing in her       better judgement, at my expense, when I confess myself to have been       entirely deceived in MissBingley's regard for me. But, my dear sister,       though the event has proved you right, do not think me obstinate if I       still assert that, considering what her behaviour was, my confidence was       as natural as your suspicion. I do not at all comprehend her reason for       wishing to be intimate with me; but if the same circumsances were to       happen again, I am sure I should be deceived again. Caroline did not       return my visit till yesterday; and not a note, not a line, did I receive       in the meantime. When she did come, it was very evident that she had no       pleasure in it; she made a slight, formal apology, for not calling before,       said not a word of wishing to see me again, and was in every respect so       altered a creature, that when she went away I was perfectly resolved to       continue the acquaintance no longer. I pity, though I cannot help blaming       her. She was very wrong in singling me out as she did; I can safely say       that every advance to intimacy began on her side. But I pity her, because       she must feel that she has been acting wrong, and because I am very sure       that anxiety for her brother is the cause of it. I need not explain myself       farther; and though we know this anxiety to be quite needless, yet       if she feels it, it will easily account for her behaviour to me; and so       deservedly dear as he is to his sister, whatever anxiety she must feel on       his behalf is natural and amiable. I cannot but wonder, however, at her       having any such fears now, because, if he had at all cared about me, we       must have met, long ago. He knows of my being in town, I am certain, from       something she said herself; and yet it would seem, by her manner of       talking, as if she wanted to persuade herself that he is really partial to       MissDarcy. I cannot understand it. If I were not afraid of judging       harshly, I should be almost tempted to say that there is a strong       appearance of duplicity in all this. But I will endeavour to banish every       painful thought, and think only of what will make me happy—your       affection, and the invariable kindness of my dear uncle and aunt. Let me       hear from you very soon. MissBingley said something of his never       returning to Netherfield again, of giving up the house, but not with any       certainty. We had better not mention it. I am extremely glad that you have       such pleasant accounts from our friends at Hunsford. Pray go to see them,       with Sir William and Maria. I am sure you will be very comfortable there.—Yours,       etc.""","[N] ""I am now convinced, my dear aunt, that I       have never been much in love; for had I really experienced that pure and       elevating passion, I should at present detest his very name, and wish him       all manner of evil. But my feelings are not only cordial towards him;       they are even impartial towards MissKing. I cannot find out that I hate       her at all, or that I am in the least unwilling to think her a very good       sort of girl. There can be no love in all this. My watchfulness has been       effectual; and though I certainly should be a more interesting object to       all my acquaintances were I distractedly in love with him, I cannot say       that I regret my comparative insignificance. Importance may sometimes be       purchased too dearly. Kitty and Lydia take his defection much more to       heart than I do. They are young in the ways of the world, and not yet open       to the mortifying conviction that handsome young men must have something       to live on as well as the plain.""",not_pair,test
586,"[N] ""I am now convinced, my dear aunt, that I       have never been much in love; for had I really experienced that pure and       elevating passion, I should at present detest his very name, and wish him       all manner of evil. But my feelings are not only cordial towards him;       they are even impartial towards MissKing. I cannot find out that I hate       her at all, or that I am in the least unwilling to think her a very good       sort of girl. There can be no love in all this. My watchfulness has been       effectual; and though I certainly should be a more interesting object to       all my acquaintances were I distractedly in love with him, I cannot say       that I regret my comparative insignificance. Importance may sometimes be       purchased too dearly. Kitty and Lydia take his defection much more to       heart than I do. They are young in the ways of the world, and not yet open       to the mortifying conviction that handsome young men must have something       to live on as well as the plain.""","""But my dear Elizabeth,"" [N] ""what sort of girl is MissKing? I       should be sorry to think our friend mercenary.""",not_pair,validation
587,"""But my dear Elizabeth,"" [N] ""what sort of girl is MissKing? I       should be sorry to think our friend mercenary.""","""Pray, my dear aunt, what is the difference in matrimonial affairs,       between the mercenary and the prudent motive? Where does discretion end,       and avarice begin? Last Christmas you were afraid of his marrying me,       because it would be imprudent; and now, because he is trying to get a girl       with only ten thousand pounds, you want to find out that he is mercenary.""",response,validation
588,"""Pray, my dear aunt, what is the difference in matrimonial affairs,       between the mercenary and the prudent motive? Where does discretion end,       and avarice begin? Last Christmas you were afraid of his marrying me,       because it would be imprudent; and now, because he is trying to get a girl       with only ten thousand pounds, you want to find out that he is mercenary.""","""If you will only tell me what sort of girl MissKing is, I shall know       what to think.""",response,validation
589,"""If you will only tell me what sort of girl MissKing is, I shall know       what to think.""","""She is a very good kind of girl, I believe. I know no harm of her.""",response,validation
590,"""She is a very good kind of girl, I believe. I know no harm of her.""","""But he paid her not the smallest attention till her grandfather's death       made her mistress of this fortune.""",response,validation
591,"""But he paid her not the smallest attention till her grandfather's death       made her mistress of this fortune.""","""No—why should he? If it were not allowable for him to gain my       affections because I had no money, what occasion could there be for making       love to a girl whom he did not care about, and who was equally poor?""",response,validation
592,"""No—why should he? If it were not allowable for him to gain my       affections because I had no money, what occasion could there be for making       love to a girl whom he did not care about, and who was equally poor?""","""But there seemsan indelicacy in directing his attentions towards her so       soon after this event.""",response,validation
593,"""But there seemsan indelicacy in directing his attentions towards her so       soon after this event.""","""A man in distressed circumsances has not time for all those elegant       decorumswhich other people may observe. If she does not object to       it, why should we?""",response,validation
594,"""A man in distressed circumsances has not time for all those elegant       decorumswhich other people may observe. If she does not object to       it, why should we?""","""Her not objecting does not justify him. It only shows her       being deficient in something herself—sense or feeling.""",response,validation
595,"""Her not objecting does not justify him. It only shows her       being deficient in something herself—sense or feeling.""","""Well,"" [N] ""have it as you choose. He shall be       mercenary, and she shall be foolish.""",response,validation
596,"""Well,"" [N] ""have it as you choose. He shall be       mercenary, and she shall be foolish.""","""No, Lizzy, that is what I do not choose. I should be sorry, you       know, to think ill of a young man who has lived so long in Derbyshire.""",response,validation
597,"""No, Lizzy, that is what I do not choose. I should be sorry, you       know, to think ill of a young man who has lived so long in Derbyshire.""","""Oh! if that is all, I have a very poor opinion of young men who live in       Derbyshire; and their intimate friends who live in Hertfordshire are not       much better. I am sick of them all. Thank Heaven! I am going to-morrow       where I shall find a man who has not one agreeable quality, who has       neither manner nor sense to recommend him. Stupid men are the only ones       worth knowing, after all.""",response,validation
598,"""Oh! if that is all, I have a very poor opinion of young men who live in       Derbyshire; and their intimate friends who live in Hertfordshire are not       much better. I am sick of them all. Thank Heaven! I am going to-morrow       where I shall find a man who has not one agreeable quality, who has       neither manner nor sense to recommend him. Stupid men are the only ones       worth knowing, after all.""","""Take care, Lizzy; that speech savours strongly of disappointment.""",response,validation
599,"""Take care, Lizzy; that speech savours strongly of disappointment.""","""We have not determined how far it shall carry us,"" [N] ""but, perhaps, to the Lakes.""",part,validation
600,"""We have not determined how far it shall carry us,"" [N] ""but, perhaps, to the Lakes.""","[N] ""Oh, my dear, dear aunt,"" [N] ""what delight! what felicity! You give me fresh       life and vigour. Adieu to disappointment and spleen. What are young men to       rocks and mountains? Oh! what hours of transport we shall spend! And when       we do return, it shall not be like other travellers, without being       able to give one accurate idea of anything. We will know where we       have gone—we will recollect what we have seen. Lakes,       mountains, and rivers shall not be jumbled together in our imaginations;       nor when we attempt to describe any particular scene, will we begin       quarreling about its relative situation. Let our first effusions be       less insupportable than those of the generality of travellers.""",response,validation
601,"[N] ""Oh, my dear, dear aunt,"" [N] ""what delight! what felicity! You give me fresh       life and vigour. Adieu to disappointment and spleen. What are young men to       rocks and mountains? Oh! what hours of transport we shall spend! And when       we do return, it shall not be like other travellers, without being       able to give one accurate idea of anything. We will know where we       have gone—we will recollect what we have seen. Lakes,       mountains, and rivers shall not be jumbled together in our imaginations;       nor when we attempt to describe any particular scene, will we begin       quarreling about its relative situation. Let our first effusions be       less insupportable than those of the generality of travellers.""","""Yes, MissElizabeth, you will have the honour of seeing Lady Catherine de       Bourgh on the ensuing Sunday at church, and I need not say you will be       delighted with her. She is all affability and condescension, and I doubt       not but you will be honoured with some portion of her notice when service       is over. I have scarcely any hesitation in saying she will include you and       my sister Maria in every invitation with which she honours us during your       stay here. Her behaviour to my dear Charlotte is charming. We dine at       Rosings twice every week, and are never allowed to walk home. Her       ladyship's carriage is regularly ordered for us. I should say, one       of her ladyship's carriages, for she has several.""",not_pair,validation
602,"""Yes, MissElizabeth, you will have the honour of seeing Lady Catherine de       Bourgh on the ensuing Sunday at church, and I need not say you will be       delighted with her. She is all affability and condescension, and I doubt       not but you will be honoured with some portion of her notice when service       is over. I have scarcely any hesitation in saying she will include you and       my sister Maria in every invitation with which she honours us during your       stay here. Her behaviour to my dear Charlotte is charming. We dine at       Rosings twice every week, and are never allowed to walk home. Her       ladyship's carriage is regularly ordered for us. I should say, one       of her ladyship's carriages, for she has several.""","""Lady Catherine is a very respectable, sensible woman indeed,"" [N] ""and a most attentive neighbour.""",response,validation
603,"""Lady Catherine is a very respectable, sensible woman indeed,"" [N] ""and a most attentive neighbour.""","""Very true, my dear, that is exactly what I say. She is the sort of woman       whom one cannot regard with too much deference.""",response,validation
604,"""Very true, my dear, that is exactly what I say. She is the sort of woman       whom one cannot regard with too much deference.""","""Oh, my dear Eliza! pray make haste and come into the dining-room, for       there is such a sight to be seen! I will not tell you what it is. Make       haste, and come down this moment.""",not_pair,validation
605,"""Oh, my dear Eliza! pray make haste and come into the dining-room, for       there is such a sight to be seen! I will not tell you what it is. Make       haste, and come down this moment.""","""And is this all?"" [N] ""I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter.""",not_pair,validation
606,"""And is this all?"" [N] ""I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter.""","""La! my dear,"" [N] ""it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?""",response,validation
607,"""La! my dear,"" [N] ""it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?""","""She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?""",response,validation
608,"""She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?""","""Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in.""",response,validation
609,"""Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in.""","""I like her appearance,"" [N] ""She       looks sickly and cross. Yes, she will do for him very well. She will make       him a very proper wife.""",response,validation
610,"""I like her appearance,"" [N] ""She       looks sickly and cross. Yes, she will do for him very well. She will make       him a very proper wife.""","""I confess,"" [N] ""that I should not have been at all surprised by her       ladyship's asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!""",not_pair,validation
611,"""I confess,"" [N] ""that I should not have been at all surprised by her       ladyship's asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!""","""I am the less surprised at what has happened,"" [N] ""from       that knowledge of what the manners of the great really are, which my       situation in life has allowed me to acquire. About the court, such       instances of elegant breeding are not uncommon.""",response,validation
612,"""I am the less surprised at what has happened,"" [N] ""from       that knowledge of what the manners of the great really are, which my       situation in life has allowed me to acquire. About the court, such       instances of elegant breeding are not uncommon.""","""Do not make yourself uneasy, my dear cousin, about your apparel. Lady       Catherine is far from requiring that elegance of dress in us which becomes       herself and her daughter. I would advise you merely to put on whatever of       your clothes is superior to the rest—there is no occasion for       anything more. Lady Catherine will not think the worse of you for being       simply dressed. She likes to have the distinction of rank preserved.""",not_pair,validation
613,"""Do not make yourself uneasy, my dear cousin, about your apparel. Lady       Catherine is far from requiring that elegance of dress in us which becomes       herself and her daughter. I would advise you merely to put on whatever of       your clothes is superior to the rest—there is no occasion for       anything more. Lady Catherine will not think the worse of you for being       simply dressed. She likes to have the distinction of rank preserved.""","""Your father's estate is entailed on Mr Collins, I think. For your sake,"" [N] ""I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh's family. Do you play and sing, MissBennet?""",not_pair,validation
614,"""Your father's estate is entailed on Mr Collins, I think. For your sake,"" [N] ""I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh's family. Do you play and sing, MissBennet?""","""A little.""",response,validation
615,"""A little.""","""Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?""",response,validation
616,"""Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?""","""One of them does.""",response,validation
617,"""One of them does.""","""Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?""",response,validation
618,"""Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?""","""No, not at all.""",response,validation
619,"""No, not at all.""","""What, none of you?""",response,validation
620,"""What, none of you?""","""Not one.""",response,validation
621,"""Not one.""","""That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.""",response,validation
622,"""That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.""","""My mother would have had no objection, but my father hates London.""",response,validation
623,"""My mother would have had no objection, but my father hates London.""","""Has your governess left you?""",response,validation
624,"""Has your governess left you?""","""We never had any governess.""",response,validation
625,"""We never had any governess.""","""No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.""",response,validation
626,"""No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.""","""Then, who taught you? who attended to you? Without a governess, you must       have been neglected.""",response,validation
627,"""Then, who taught you? who attended to you? Without a governess, you must       have been neglected.""","""Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might.""",response,validation
628,"""Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might.""","""Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf's calling yesterday       to thank me? She finds MissPope a treasure. 'Lady Catherine,' said she,       'you have given me a treasure.' Are any of your younger sisters out, Miss     Bennet?""",response,validation
629,"""Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf's calling yesterday       to thank me? She finds MissPope a treasure. 'Lady Catherine,' said she,       'you have given me a treasure.' Are any of your younger sisters out, Miss     Bennet?""","""Yes, ma'am, all.""",response,validation
