,sent_index,tag,para_index,position_tag,speaker_tag,type_tag,tokenized_sent,chapter_tag,label,split_tag,tokenized_sent_clean
586,864,"(864, '1', 'mrs gardiner', 'c_85', 'Chapter 26', '[N] ""I am now convinced, my dear aunt, that I       have never been much in love; for had I really experienced that pure and       elevating passion, I should at present detest his very name, and wish him       all manner of evil. But my feelings are not only cordial towards him;       they are even impartial towards MissKing. I cannot find out that I hate       her at all, or that I am in the least unwilling to think her a very good       sort of girl. There can be no love in all this. My watchfulness has been       effectual; and though I certainly should be a more interesting object to       all my acquaintances were I distractedly in love with him, I cannot say       that I regret my comparative insignificance. Importance may sometimes be       purchased too dearly. Kitty and Lydia take his defection much more to       heart than I do. They are young in the ways of the world, and not yet open       to the mortifying conviction that handsome young men must have something       to live on as well as the plain.""')",864,1,mrs gardiner,c_85,"[N] ""I am now convinced, my dear aunt, that I       have never been much in love; for had I really experienced that pure and       elevating passion, I should at present detest his very name, and wish him       all manner of evil. But my feelings are not only cordial towards him;       they are even impartial towards MissKing. I cannot find out that I hate       her at all, or that I am in the least unwilling to think her a very good       sort of girl. There can be no love in all this. My watchfulness has been       effectual; and though I certainly should be a more interesting object to       all my acquaintances were I distractedly in love with him, I cannot say       that I regret my comparative insignificance. Importance may sometimes be       purchased too dearly. Kitty and Lydia take his defection much more to       heart than I do. They are young in the ways of the world, and not yet open       to the mortifying conviction that handsome young men must have something       to live on as well as the plain.""",Chapter 26,not,test,"[N] I am now convinced, my dear aunt, that I       have never been much in love; for had I really experienced that pure and       elevating passion, I should at present detest his very name, and wish him       all manner of evil. But my feelings are not only cordial towards him;       they are even impartial towards MissKing. I cannot find out that I hate       her at all, or that I am in the least unwilling to think her a very good       sort of girl. There can be no love in all this. My watchfulness has been       effectual; and though I certainly should be a more interesting object to       all my acquaintances were I distractedly in love with him, I cannot say       that I regret my comparative insignificance. Importance may sometimes be       purchased too dearly. Kitty and Lydia take his defection much more to       heart than I do. They are young in the ways of the world, and not yet open       to the mortifying conviction that handsome young men must have something       to live on as well as the plain."
587,873,"(873, '1', 'gardiner', 'c_86', 'Chapter 27', '""But my dear Elizabeth,"" [N] ""what sort of girl is MissKing? I       should be sorry to think our friend mercenary.""')",873,1,gardiner,c_86,"""But my dear Elizabeth,"" [N] ""what sort of girl is MissKing? I       should be sorry to think our friend mercenary.""",Chapter 27,not,validation,"But my dear Elizabeth, [N] what sort of girl is MissKing? I       should be sorry to think our friend mercenary."
588,874,"(874, '2', 'elizabeth', 'c_86', 'Chapter 27', '""Pray, my dear aunt, what is the difference in matrimonial affairs,       between the mercenary and the prudent motive? Where does discretion end,       and avarice begin? Last Christmas you were afraid of his marrying me,       because it would be imprudent; and now, because he is trying to get a girl       with only ten thousand pounds, you want to find out that he is mercenary.""')",874,2,elizabeth,c_86,"""Pray, my dear aunt, what is the difference in matrimonial affairs,       between the mercenary and the prudent motive? Where does discretion end,       and avarice begin? Last Christmas you were afraid of his marrying me,       because it would be imprudent; and now, because he is trying to get a girl       with only ten thousand pounds, you want to find out that he is mercenary.""",Chapter 27,response,validation,"Pray, my dear aunt, what is the difference in matrimonial affairs,       between the mercenary and the prudent motive? Where does discretion end,       and avarice begin? Last Christmas you were afraid of his marrying me,       because it would be imprudent; and now, because he is trying to get a girl       with only ten thousand pounds, you want to find out that he is mercenary."
589,875,"(875, '1', '', 'c_86', 'Chapter 27', '""If you will only tell me what sort of girl MissKing is, I shall know       what to think.""')",875,1,,c_86,"""If you will only tell me what sort of girl MissKing is, I shall know       what to think.""",Chapter 27,response,validation,"If you will only tell me what sort of girl MissKing is, I shall know       what to think."
590,876,"(876, '2', '', 'c_86', 'Chapter 27', '""She is a very good kind of girl, I believe. I know no harm of her.""')",876,2,,c_86,"""She is a very good kind of girl, I believe. I know no harm of her.""",Chapter 27,response,validation,"She is a very good kind of girl, I believe. I know no harm of her."
591,877,"(877, '1', '', 'c_86', 'Chapter 27', '""But he paid her not the smallest attention till her grandfather\'s death       made her mistress of this fortune.""')",877,1,,c_86,"""But he paid her not the smallest attention till her grandfather's death       made her mistress of this fortune.""",Chapter 27,response,validation,But he paid her not the smallest attention till her grandfather's death       made her mistress of this fortune.
592,878,"(878, '2', '', 'c_86', 'Chapter 27', '""No—why should he? If it were not allowable for him to gain my       affections because I had no money, what occasion could there be for making       love to a girl whom he did not care about, and who was equally poor?""')",878,2,,c_86,"""No—why should he? If it were not allowable for him to gain my       affections because I had no money, what occasion could there be for making       love to a girl whom he did not care about, and who was equally poor?""",Chapter 27,response,validation,"No—why should he? If it were not allowable for him to gain my       affections because I had no money, what occasion could there be for making       love to a girl whom he did not care about, and who was equally poor?"
593,879,"(879, '1', '', 'c_86', 'Chapter 27', '""But there seemsan indelicacy in directing his attentions towards her so       soon after this event.""')",879,1,,c_86,"""But there seemsan indelicacy in directing his attentions towards her so       soon after this event.""",Chapter 27,response,validation,But there seemsan indelicacy in directing his attentions towards her so       soon after this event.
594,880,"(880, '2', '', 'c_86', 'Chapter 27', '""A man in distressed circumsances has not time for all those elegant       decorumswhich other people may observe. If she does not object to       it, why should we?""')",880,2,,c_86,"""A man in distressed circumsances has not time for all those elegant       decorumswhich other people may observe. If she does not object to       it, why should we?""",Chapter 27,response,validation,"A man in distressed circumsances has not time for all those elegant       decorumswhich other people may observe. If she does not object to       it, why should we?"
595,881,"(881, '1', '', 'c_86', 'Chapter 27', '""Her not objecting does not justify him. It only shows her       being deficient in something herself—sense or feeling.""')",881,1,,c_86,"""Her not objecting does not justify him. It only shows her       being deficient in something herself—sense or feeling.""",Chapter 27,response,validation,Her not objecting does not justify him. It only shows her       being deficient in something herself—sense or feeling.
596,882,"(882, '2', '', 'c_86', 'Chapter 27', '""Well,"" [N] ""have it as you choose. He shall be       mercenary, and she shall be foolish.""')",882,2,,c_86,"""Well,"" [N] ""have it as you choose. He shall be       mercenary, and she shall be foolish.""",Chapter 27,response,validation,"Well, [N] have it as you choose. He shall be       mercenary, and she shall be foolish."
597,883,"(883, '1', '', 'c_86', 'Chapter 27', '""No, Lizzy, that is what I do not choose. I should be sorry, you       know, to think ill of a young man who has lived so long in Derbyshire.""')",883,1,,c_86,"""No, Lizzy, that is what I do not choose. I should be sorry, you       know, to think ill of a young man who has lived so long in Derbyshire.""",Chapter 27,response,validation,"No, Lizzy, that is what I do not choose. I should be sorry, you       know, to think ill of a young man who has lived so long in Derbyshire."
598,884,"(884, '2', '', 'c_86', 'Chapter 27', '""Oh! if that is all, I have a very poor opinion of young men who live in       Derbyshire; and their intimate friends who live in Hertfordshire are not       much better. I am sick of them all. Thank Heaven! I am going to-morrow       where I shall find a man who has not one agreeable quality, who has       neither manner nor sense to recommend him. Stupid men are the only ones       worth knowing, after all.""')",884,2,,c_86,"""Oh! if that is all, I have a very poor opinion of young men who live in       Derbyshire; and their intimate friends who live in Hertfordshire are not       much better. I am sick of them all. Thank Heaven! I am going to-morrow       where I shall find a man who has not one agreeable quality, who has       neither manner nor sense to recommend him. Stupid men are the only ones       worth knowing, after all.""",Chapter 27,response,validation,"Oh! if that is all, I have a very poor opinion of young men who live in       Derbyshire; and their intimate friends who live in Hertfordshire are not       much better. I am sick of them all. Thank Heaven! I am going to-morrow       where I shall find a man who has not one agreeable quality, who has       neither manner nor sense to recommend him. Stupid men are the only ones       worth knowing, after all."
599,885,"(885, '1', '', 'c_86', 'Chapter 27', '""Take care, Lizzy; that speech savours strongly of disappointment.""')",885,1,,c_86,"""Take care, Lizzy; that speech savours strongly of disappointment.""",Chapter 27,response,validation,"Take care, Lizzy; that speech savours strongly of disappointment."
600,887,"(887, '1', '', 'c_86', 'Chapter 27', '""We have not determined how far it shall carry us,"" [N] ""but, perhaps, to the Lakes.""')",887,1,,c_86,"""We have not determined how far it shall carry us,"" [N] ""but, perhaps, to the Lakes.""",Chapter 27,part,validation,"We have not determined how far it shall carry us, [N] but, perhaps, to the Lakes."
601,888,"(888, '2', '', 'c_86', 'Chapter 27', '[N] ""Oh, my dear, dear aunt,"" [N] ""what delight! what felicity! You give me fresh       life and vigour. Adieu to disappointment and spleen. What are young men to       rocks and mountains? Oh! what hours of transport we shall spend! And when       we do return, it shall not be like other travellers, without being       able to give one accurate idea of anything. We will know where we       have gone—we will recollect what we have seen. Lakes,       mountains, and rivers shall not be jumbled together in our imaginations;       nor when we attempt to describe any particular scene, will we begin       quarreling about its relative situation. Let our first effusions be       less insupportable than those of the generality of travellers.""')",888,2,,c_86,"[N] ""Oh, my dear, dear aunt,"" [N] ""what delight! what felicity! You give me fresh       life and vigour. Adieu to disappointment and spleen. What are young men to       rocks and mountains? Oh! what hours of transport we shall spend! And when       we do return, it shall not be like other travellers, without being       able to give one accurate idea of anything. We will know where we       have gone—we will recollect what we have seen. Lakes,       mountains, and rivers shall not be jumbled together in our imaginations;       nor when we attempt to describe any particular scene, will we begin       quarreling about its relative situation. Let our first effusions be       less insupportable than those of the generality of travellers.""",Chapter 27,response,validation,"[N] Oh, my dear, dear aunt, [N] what delight! what felicity! You give me fresh       life and vigour. Adieu to disappointment and spleen. What are young men to       rocks and mountains? Oh! what hours of transport we shall spend! And when       we do return, it shall not be like other travellers, without being       able to give one accurate idea of anything. We will know where we       have gone—we will recollect what we have seen. Lakes,       mountains, and rivers shall not be jumbled together in our imaginations;       nor when we attempt to describe any particular scene, will we begin       quarreling about its relative situation. Let our first effusions be       less insupportable than those of the generality of travellers."
602,896,"(896, '1', 'mr collins', 'c_87', 'Chapter 28', '""Yes, MissElizabeth, you will have the honour of seeing Lady Catherine de       Bourgh on the ensuing Sunday at church, and I need not say you will be       delighted with her. She is all affability and condescension, and I doubt       not but you will be honoured with some portion of her notice when service       is over. I have scarcely any hesitation in saying she will include you and       my sister Maria in every invitation with which she honours us during your       stay here. Her behaviour to my dear Charlotte is charming. We dine at       Rosings twice every week, and are never allowed to walk home. Her       ladyship\'s carriage is regularly ordered for us. I should say, one       of her ladyship\'s carriages, for she has several.""')",896,1,mr collins,c_87,"""Yes, MissElizabeth, you will have the honour of seeing Lady Catherine de       Bourgh on the ensuing Sunday at church, and I need not say you will be       delighted with her. She is all affability and condescension, and I doubt       not but you will be honoured with some portion of her notice when service       is over. I have scarcely any hesitation in saying she will include you and       my sister Maria in every invitation with which she honours us during your       stay here. Her behaviour to my dear Charlotte is charming. We dine at       Rosings twice every week, and are never allowed to walk home. Her       ladyship's carriage is regularly ordered for us. I should say, one       of her ladyship's carriages, for she has several.""",Chapter 28,not,validation,"Yes, MissElizabeth, you will have the honour of seeing Lady Catherine de       Bourgh on the ensuing Sunday at church, and I need not say you will be       delighted with her. She is all affability and condescension, and I doubt       not but you will be honoured with some portion of her notice when service       is over. I have scarcely any hesitation in saying she will include you and       my sister Maria in every invitation with which she honours us during your       stay here. Her behaviour to my dear Charlotte is charming. We dine at       Rosings twice every week, and are never allowed to walk home. Her       ladyship's carriage is regularly ordered for us. I should say, one       of her ladyship's carriages, for she has several."
603,897,"(897, '2', 'charlotte', 'c_87', 'Chapter 28', '""Lady Catherine is a very respectable, sensible woman indeed,"" [N] ""and a most attentive neighbour.""')",897,2,charlotte,c_87,"""Lady Catherine is a very respectable, sensible woman indeed,"" [N] ""and a most attentive neighbour.""",Chapter 28,response,validation,"Lady Catherine is a very respectable, sensible woman indeed, [N] and a most attentive neighbour."
604,898,"(898, '1', '', 'c_87', 'Chapter 28', '""Very true, my dear, that is exactly what I say. She is the sort of woman       whom one cannot regard with too much deference.""')",898,1,,c_87,"""Very true, my dear, that is exactly what I say. She is the sort of woman       whom one cannot regard with too much deference.""",Chapter 28,response,validation,"Very true, my dear, that is exactly what I say. She is the sort of woman       whom one cannot regard with too much deference."
605,901,"(901, '1', 'maria', 'c_88', 'Chapter 28', '""Oh, my dear Eliza! pray make haste and come into the dining-room, for       there is such a sight to be seen! I will not tell you what it is. Make       haste, and come down this moment.""')",901,1,maria,c_88,"""Oh, my dear Eliza! pray make haste and come into the dining-room, for       there is such a sight to be seen! I will not tell you what it is. Make       haste, and come down this moment.""",Chapter 28,not,validation,"Oh, my dear Eliza! pray make haste and come into the dining-room, for       there is such a sight to be seen! I will not tell you what it is. Make       haste, and come down this moment."
606,903,"(903, '1', 'elizabeth', 'c_89', 'Chapter 28', '""And is this all?"" [N] ""I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter.""')",903,1,elizabeth,c_89,"""And is this all?"" [N] ""I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter.""",Chapter 28,not,validation,"And is this all? [N] I expected at least that the pigs       were got into the garden, and here is nothing but Lady Catherine and her       daughter."
607,904,"(904, '2', 'maria', 'c_89', 'Chapter 28', '""La! my dear,"" [N] ""it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?""')",904,2,maria,c_89,"""La! my dear,"" [N] ""it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?""",Chapter 28,response,validation,"La! my dear, [N] it is not Lady       Catherine. The old lady is Mrs Jenkinson, who lives with them; the other       is Missde Bourgh. Only look at her. She is quite a little creature. Who       would have thought that she could be so thin and small?"
608,905,"(905, '1', '', 'c_89', 'Chapter 28', '""She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?""')",905,1,,c_89,"""She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?""",Chapter 28,response,validation,She is abominably rude to keep Charlotte out of doors in all this wind.       Why does she not come in?
609,906,"(906, '2', '', 'c_89', 'Chapter 28', '""Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in.""')",906,2,,c_89,"""Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in.""",Chapter 28,response,validation,"Oh, Charlotte says she hardly ever does. It is the greatest of favours       when Missde Bourgh comes in."
610,907,"(907, '1', '', 'c_89', 'Chapter 28', '""I like her appearance,"" [N] ""She       looks sickly and cross. Yes, she will do for him very well. She will make       him a very proper wife.""')",907,1,,c_89,"""I like her appearance,"" [N] ""She       looks sickly and cross. Yes, she will do for him very well. She will make       him a very proper wife.""",Chapter 28,response,validation,"I like her appearance, [N] She       looks sickly and cross. Yes, she will do for him very well. She will make       him a very proper wife."
611,912,"(912, '1', 'mr collins', 'c_90', 'Chapter 29', '""I confess,"" [N] ""that I should not have been at all surprised by her       ladyship\'s asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!""')",912,1,mr collins,c_90,"""I confess,"" [N] ""that I should not have been at all surprised by her       ladyship's asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!""",Chapter 29,not,validation,"I confess, [N] that I should not have been at all surprised by her       ladyship's asking us on Sunday to drink tea and spend the evening at       Rosings. I rather expected, from my knowledge of her affability, that it       would happen. But who could have foreseen such an attention as this? Who       could have imagined that we should receive an invitation to dine there (an       invitation, moreover, including the whole party) so immediately after your       arrival!"
612,913,"(913, '2', 'sir william', 'c_90', 'Chapter 29', '""I am the less surprised at what has happened,"" [N] ""from       that knowledge of what the manners of the great really are, which my       situation in life has allowed me to acquire. About the court, such       instances of elegant breeding are not uncommon.""')",913,2,sir william,c_90,"""I am the less surprised at what has happened,"" [N] ""from       that knowledge of what the manners of the great really are, which my       situation in life has allowed me to acquire. About the court, such       instances of elegant breeding are not uncommon.""",Chapter 29,response,validation,"I am the less surprised at what has happened, [N] from       that knowledge of what the manners of the great really are, which my       situation in life has allowed me to acquire. About the court, such       instances of elegant breeding are not uncommon."
613,916,"(916, '1', 'mr collins', 'c_91', 'Chapter 29', '""Do not make yourself uneasy, my dear cousin, about your apparel. Lady       Catherine is far from requiring that elegance of dress in us which becomes       herself and her daughter. I would advise you merely to put on whatever of       your clothes is superior to the rest—there is no occasion for       anything more. Lady Catherine will not think the worse of you for being       simply dressed. She likes to have the distinction of rank preserved.""')",916,1,mr collins,c_91,"""Do not make yourself uneasy, my dear cousin, about your apparel. Lady       Catherine is far from requiring that elegance of dress in us which becomes       herself and her daughter. I would advise you merely to put on whatever of       your clothes is superior to the rest—there is no occasion for       anything more. Lady Catherine will not think the worse of you for being       simply dressed. She likes to have the distinction of rank preserved.""",Chapter 29,not,validation,"Do not make yourself uneasy, my dear cousin, about your apparel. Lady       Catherine is far from requiring that elegance of dress in us which becomes       herself and her daughter. I would advise you merely to put on whatever of       your clothes is superior to the rest—there is no occasion for       anything more. Lady Catherine will not think the worse of you for being       simply dressed. She likes to have the distinction of rank preserved."
614,926,"(926, '1', 'kitty', 'c_92', 'Chapter 29', '""Your father\'s estate is entailed on Mr Collins, I think. For your sake,"" [N] ""I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh\'s family. Do you play and sing, MissBennet?""')",926,1,kitty,c_92,"""Your father's estate is entailed on Mr Collins, I think. For your sake,"" [N] ""I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh's family. Do you play and sing, MissBennet?""",Chapter 29,not,validation,"Your father's estate is entailed on Mr Collins, I think. For your sake, [N] I am glad of it; but otherwise I see no occasion       for entailing estates from the female line. It was not thought necessary       in Sir Lewis de Bourgh's family. Do you play and sing, MissBennet?"
615,927,"(927, '2', 'charlotte', 'c_92', 'Chapter 29', '""A little.""')",927,2,charlotte,c_92,"""A little.""",Chapter 29,response,validation,A little.
616,928,"(928, '1', '', 'c_92', 'Chapter 29', '""Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?""')",928,1,,c_92,"""Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?""",Chapter 29,response,validation,"Oh! then—some time or other we shall be happy to hear you. Our       instrument is a capital one, probably superior to——You shall       try it some day. Do your sisters play and sing?"
617,929,"(929, '2', '', 'c_92', 'Chapter 29', '""One of them does.""')",929,2,,c_92,"""One of them does.""",Chapter 29,response,validation,One of them does.
618,930,"(930, '1', '', 'c_92', 'Chapter 29', '""Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?""')",930,1,,c_92,"""Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?""",Chapter 29,response,validation,"Why did not you all learn? You ought all to have learned. The MissWebbs       all play, and their father has not so good an income as yours. Do you       draw?"
619,931,"(931, '2', '', 'c_92', 'Chapter 29', '""No, not at all.""')",931,2,,c_92,"""No, not at all.""",Chapter 29,response,validation,"No, not at all."
620,932,"(932, '1', '', 'c_92', 'Chapter 29', '""What, none of you?""')",932,1,,c_92,"""What, none of you?""",Chapter 29,response,validation,"What, none of you?"
621,933,"(933, '2', '', 'c_92', 'Chapter 29', '""Not one.""')",933,2,,c_92,"""Not one.""",Chapter 29,response,validation,Not one.
622,934,"(934, '1', '', 'c_92', 'Chapter 29', '""That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.""')",934,1,,c_92,"""That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.""",Chapter 29,response,validation,That is very strange. But I suppose you had no opportunity. Your mother       should have taken you to town every spring for the benefit of masters.
623,935,"(935, '2', '', 'c_92', 'Chapter 29', '""My mother would have had no objection, but my father hates London.""')",935,2,,c_92,"""My mother would have had no objection, but my father hates London.""",Chapter 29,response,validation,"My mother would have had no objection, but my father hates London."
624,936,"(936, '1', '', 'c_92', 'Chapter 29', '""Has your governess left you?""')",936,1,,c_92,"""Has your governess left you?""",Chapter 29,response,validation,Has your governess left you?
625,937,"(937, '2', '', 'c_92', 'Chapter 29', '""We never had any governess.""')",937,2,,c_92,"""We never had any governess.""",Chapter 29,response,validation,We never had any governess.
626,938,"(938, '1', '', 'c_92', 'Chapter 29', '""No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.""')",938,1,,c_92,"""No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.""",Chapter 29,response,validation,No governess! How was that possible? Five daughters brought up at home       without a governess! I never heard of such a thing. Your mother must have       been quite a slave to your education.
627,940,"(940, '2', '', 'c_92', 'Chapter 29', '""Then, who taught you? who attended to you? Without a governess, you must       have been neglected.""')",940,2,,c_92,"""Then, who taught you? who attended to you? Without a governess, you must       have been neglected.""",Chapter 29,response,validation,"Then, who taught you? who attended to you? Without a governess, you must       have been neglected."
628,941,"(941, '3', '', 'c_92', 'Chapter 29', '""Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might.""')",941,3,,c_92,"""Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might.""",Chapter 29,response,validation,"Compared with some families, I believe we were; but such of us as wished       to learn never wanted the means. We were always encouraged to read, and       had all the masters that were necessary. Those who chose to be idle,       certainly might."
629,942,"(942, '2', '', 'c_92', 'Chapter 29', '""Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf\'s calling yesterday       to thank me? She finds MissPope a treasure. \'Lady Catherine,\' said she,       \'you have given me a treasure.\' Are any of your younger sisters out, Miss     Bennet?""')",942,2,,c_92,"""Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf's calling yesterday       to thank me? She finds MissPope a treasure. 'Lady Catherine,' said she,       'you have given me a treasure.' Are any of your younger sisters out, Miss     Bennet?""",Chapter 29,response,validation,"Aye, no doubt; but that is what a governess will prevent, and if I had       known your mother, I should have advised her most strenuously to engage       one. I always say that nothing is to be done in education without steady       and regular instruction, and nobody but a governess can give it. It is       wonderful how many families I have been the means of supplying in that       way. I am always glad to get a young person well placed out. Four nieces       of Mrs Jenkinson are most delightfully situated through my means; and it       was but the other day that I recommended another young person, who was       merely accidentally mentioned to me, and the family are quite delighted       with her. Mrs Collins, did I tell you of Lady Metcalf's calling yesterday       to thank me? She finds MissPope a treasure. 'Lady Catherine,' said she,       'you have given me a treasure.' Are any of your younger sisters out, Miss     Bennet?"
630,943,"(943, '3', '', 'c_92', 'Chapter 29', '""Yes, ma\'am, all.""')",943,3,,c_92,"""Yes, ma'am, all.""",Chapter 29,response,validation,"Yes, ma'am, all."
631,944,"(944, '2', '', 'c_92', 'Chapter 29', '""All! What, all five out at once? Very odd! And you only the second. The       younger ones out before the elder ones are married! Your younger sisters       must be very young?""')",944,2,,c_92,"""All! What, all five out at once? Very odd! And you only the second. The       younger ones out before the elder ones are married! Your younger sisters       must be very young?""",Chapter 29,response,validation,"All! What, all five out at once? Very odd! And you only the second. The       younger ones out before the elder ones are married! Your younger sisters       must be very young?"
632,945,"(945, '3', '', 'c_92', 'Chapter 29', '""Yes, my youngest is not sixteen. Perhaps she is full young to be       much in company. But really, ma\'am, I think it would be very hard upon       younger sisters, that they should not have their share of society and       amusement, because the elder may not have the means or inclination to       marry early. The last-born has as good a right to the pleasures of youth       as the first. And to be kept back on such a motive! I think it       would not be very likely to promote sisterly affection or delicacy of       mind.""')",945,3,,c_92,"""Yes, my youngest is not sixteen. Perhaps she is full young to be       much in company. But really, ma'am, I think it would be very hard upon       younger sisters, that they should not have their share of society and       amusement, because the elder may not have the means or inclination to       marry early. The last-born has as good a right to the pleasures of youth       as the first. And to be kept back on such a motive! I think it       would not be very likely to promote sisterly affection or delicacy of       mind.""",Chapter 29,response,validation,"Yes, my youngest is not sixteen. Perhaps she is full young to be       much in company. But really, ma'am, I think it would be very hard upon       younger sisters, that they should not have their share of society and       amusement, because the elder may not have the means or inclination to       marry early. The last-born has as good a right to the pleasures of youth       as the first. And to be kept back on such a motive! I think it       would not be very likely to promote sisterly affection or delicacy of       mind."
633,946,"(946, '2', '', 'c_92', 'Chapter 29', '""Upon my word,"" [N] ""you give your opinion very decidedly       for so young a person. Pray, what is your age?""')",946,2,,c_92,"""Upon my word,"" [N] ""you give your opinion very decidedly       for so young a person. Pray, what is your age?""",Chapter 29,response,validation,"Upon my word, [N] you give your opinion very decidedly       for so young a person. Pray, what is your age?"
634,947,"(947, '3', 'elizabeth', 'c_92', 'Chapter 29', '""With three younger sisters grown up,"" [N] ""your       ladyship can hardly expect me to own it.""')",947,3,elizabeth,c_92,"""With three younger sisters grown up,"" [N] ""your       ladyship can hardly expect me to own it.""",Chapter 29,response,validation,"With three younger sisters grown up, [N] your       ladyship can hardly expect me to own it."
635,949,"(949, '2', '', 'c_92', 'Chapter 29', '""You cannot be more than twenty, I am sure, therefore you need not conceal       your age.""')",949,2,,c_92,"""You cannot be more than twenty, I am sure, therefore you need not conceal       your age.""",Chapter 29,response,validation,"You cannot be more than twenty, I am sure, therefore you need not conceal       your age."
636,950,"(950, '3', '', 'c_92', 'Chapter 29', '""I am not one-and-twenty.""')",950,3,,c_92,"""I am not one-and-twenty.""",Chapter 29,response,validation,I am not one-and-twenty.
637,961,"(961, '1', 'charlotte', 'c_93', 'Chapter 30', '""I may thank you, Eliza, for this piece of civility. Mr Darcy would never       have come so soon to wait upon me.""')",961,1,charlotte,c_93,"""I may thank you, Eliza, for this piece of civility. Mr Darcy would never       have come so soon to wait upon me.""",Chapter 30,not,validation,"I may thank you, Eliza, for this piece of civility. Mr Darcy would never       have come so soon to wait upon me."
638,964,"(964, '1', 'elizabeth', 'c_94', 'Chapter 30', '""My eldest sister has been in town these three months. Have you never       happened to see her there?""')",964,1,elizabeth,c_94,"""My eldest sister has been in town these three months. Have you never       happened to see her there?""",Chapter 30,not,validation,My eldest sister has been in town these three months. Have you never       happened to see her there?
639,970,"(970, '1', 'charlotte', 'c_95', 'Chapter 31', '""What is that you are saying, Fitzwilliam? What is it you are talking of?       What are you telling MissBennet? Let me hear what it is.""')",970,1,charlotte,c_95,"""What is that you are saying, Fitzwilliam? What is it you are talking of?       What are you telling MissBennet? Let me hear what it is.""",Chapter 31,not,validation,"What is that you are saying, Fitzwilliam? What is it you are talking of?       What are you telling MissBennet? Let me hear what it is."
640,971,"(971, '2', 'colonel fitzwilliam', 'c_95', 'Chapter 31', '""We are speaking of music, madam,"" [N]')",971,2,colonel fitzwilliam,c_95,"""We are speaking of music, madam,"" [N]",Chapter 31,response,validation,"We are speaking of music, madam, [N]"
