,para_index,tag,para,num_quotes_up_to_para,num_utterances,raw_utter_list,tokenized_sent,tokenized_sent_clean
706,706,narrative,"Mary, though pretending not to hear, was somewhat disconcerted; and       Elizabeth, sorry for her, and sorry for her father's speech, was afraid       her anxiety had done no good. Others of the party were now applied to.",1246,0,[],[N],[N]
707,707,utterance,"""If I,"" said Mr. Collins, ""were so fortunate as to be able to sing, I       should have great pleasure, I am sure, in obliging the company with an       air; for I consider music as a very innocent diversion, and perfectly       compatible with the profession of a clergyman. I do not mean, however, to       assert that we can be justified in devoting too much of our time to music,       for there are certainly other things to be attended to. The rector of a       parish has much to do. In the first place, he must make such an agreement       for tithes as may be beneficial to himself and not offensive to his       patron. He must write his own sermons; and the time that remains will not       be too much for his parish duties, and the care and improvement of his       dwelling, which he cannot be excused from making as comfortable as       possible. And I do not think it of light importance that he should have       attentive and conciliatory manners towards everybody, especially towards       those to whom he owes his preferment. I cannot acquit him of that duty;       nor could I think well of the man who should omit an occasion of       testifying his respect towards anybody connected with the family."" And       with a bow to Mr. Darcy, he concluded his speech, which had been spoken so       loud as to be heard by half the room. Many stared—many smiled; but       no one looked more amused than Mr. Bennet himself, while his wife       seriously commended Mr. Collins for having spoken so sensibly, and       observed in a half-whisper to Lady Lucas, that he was a remarkably clever,       good kind of young man.",1250,2,"['""If I,""', '""were so fortunate as to be able to sing, I       should have great pleasure, I am sure, in obliging the company with an       air; for I consider music as a very innocent diversion, and perfectly       compatible with the profession of a clergyman. I do not mean, however, to       assert that we can be justified in devoting too much of our time to music,       for there are certainly other things to be attended to. The rector of a       parish has much to do. In the first place, he must make such an agreement       for tithes as may be beneficial to himself and not offensive to his       patron. He must write his own sermons; and the time that remains will not       be too much for his parish duties, and the care and improvement of his       dwelling, which he cannot be excused from making as comfortable as       possible. And I do not think it of light importance that he should have       attentive and conciliatory manners towards everybody, especially towards       those to whom he owes his preferment. I cannot acquit him of that duty;       nor could I think well of the man who should omit an occasion of       testifying his respect towards anybody connected with the family.""']","""If I,"" [N] ""were so fortunate as to be able to sing, I       should have great pleasure, I am sure, in obliging the company with an       air; for I consider music as a very innocent diversion, and perfectly       compatible with the profession of a clergyman. I do not mean, however, to       assert that we can be justified in devoting too much of our time to music,       for there are certainly other things to be attended to. The rector of a       parish has much to do. In the first place, he must make such an agreement       for tithes as may be beneficial to himslf and not offensive to his       patron. He must write his own sermons; and the time that remains will not       be too much for his parish duties, and the care and improvement of his       dwelling, which he cannot be excused from making as comfortable as       possible. And I do not think it of light importance that he should have       attentive and conciliatory manners towards everybody, especially towards       those to whom he owes his preferment. I cannot acquit him of that duty;       nor could I think well of the man who should omit an occasion of       testifying his respect towards anybody connected with the family."" [N]","If I, [N] were so fortunate as to be able to sing, I       should have great pleasure, I am sure, in obliging the company with an       air; for I consider music as a very innocent diversion, and perfectly       compatible with the profession of a clergyman. I do not mean, however, to       assert that we can be justified in devoting too much of our time to music,       for there are certainly other things to be attended to. The rector of a       parish has much to do. In the first place, he must make such an agreement       for tithes as may be beneficial to himslf and not offensive to his       patron. He must write his own sermons; and the time that remains will not       be too much for his parish duties, and the care and improvement of his       dwelling, which he cannot be excused from making as comfortable as       possible. And I do not think it of light importance that he should have       attentive and conciliatory manners towards everybody, especially towards       those to whom he owes his preferment. I cannot acquit him of that duty;       nor could I think well of the man who should omit an occasion of       testifying his respect towards anybody connected with the family. [N]"
708,708,narrative,"To Elizabeth it appeared that, had her family made an agreement to expose       themselves as much as they could during the evening, it would have been       impossible for them to play their parts with more spirit or finer success;       and happy did she think it for Bingley and her sister that some of the       exhibition had escaped his notice, and that his feelings were not of a       sort to be much distressed by the folly which he must have witnessed. That       his two sisters and Mr. Darcy, however, should have such an opportunity of       ridiculing her relations, was bad enough, and she could not determine       whether the silent contempt of the gentleman, or the insolent smiles of       the ladies, were more intolerable.",1250,0,[],[N],[N]
709,709,narrative,"The rest of the evening brought her little amusement. She was teased by       Mr. Collins, who continued most perseveringly by her side, and though he       could not prevail on her to dance with him again, put it out of her power       to dance with others. In vain did she entreat him to stand up with       somebody else, and offer to introduce him to any young lady in the room.       He assured her, that as to dancing, he was perfectly indifferent to it;       that his chief object was by delicate attentions to recommend himself to       her and that he should therefore make a point of remaining close to her       the whole evening. There was no arguing upon such a project. She owed her       greatest relief to her friend Miss Lucas, who often joined them, and       good-naturedly engaged Mr. Collins's conversation to herself.",1250,0,[],[N],[N]
710,710,narrative,"She was at least free from the offense of Mr. Darcy's further notice;       though often standing within a very short distance of her, quite       disengaged, he never came near enough to speak. She felt it to be the       probable consequence of her allusions to Mr. Wickham, and rejoiced in it.",1250,0,[],[N],[N]
711,711,utterance,"The Longbourn party were the last of all the company to depart, and, by a       manoeuvre of Mrs. Bennet, had to wait for their carriage a quarter of an       hour after everybody else was gone, which gave them time to see how       heartily they were wished away by some of the family. Mrs. Hurst and her       sister scarcely opened their mouths, except to complain of fatigue, and       were evidently impatient to have the house to themselves. They repulsed       every attempt of Mrs. Bennet at conversation, and by so doing threw a       languor over the whole party, which was very little relieved by the long       speeches of Mr. Collins, who was complimenting Mr. Bingley and his sisters       on the elegance of their entertainment, and the hospitality and politeness       which had marked their behaviour to their guests. Darcy said nothing at       all. Mr. Bennet, in equal silence, was enjoying the scene. Mr. Bingley and       Jane were standing together, a little detached from the rest, and talked       only to each other. Elizabeth preserved as steady a silence as either Mrs.       Hurst or Miss Bingley; and even Lydia was too much fatigued to utter more       than the occasional exclamation of ""Lord, how tired I am!"" accompanied by       a violent yawn.",1252,1,"['""Lord, how tired I am!""']","[N] ""Lord, how tired I am!"" [N]","[N] Lord, how tired I am! [N]"
712,712,narrative,"When at length they arose to take leave, Mrs. Bennet was most pressingly       civil in her hope of seeing the whole family soon at Longbourn, and       addressed herself especially to Mr. Bingley, to assure him how happy he       would make them by eating a family dinner with them at any time, without       the ceremony of a formal invitation. Bingley was all grateful pleasure,       and he readily engaged for taking the earliest opportunity of waiting on       her, after his return from London, whither he was obliged to go the next       day for a short time.",1252,0,[],[N],[N]
713,713,narrative,"Mrs. Bennet was perfectly satisfied, and quitted the house under the       delightful persuasion that, allowing for the necessary preparations of       settlements, new carriages, and wedding clothes, she should undoubtedly       see her daughter settled at Netherfield in the course of three or four       months. Of having another daughter married to Mr. Collins, she thought       with equal certainty, and with considerable, though not equal, pleasure.       Elizabeth was the least dear to her of all her children; and though the       man and the match were quite good enough for her, the worth of each       was eclipsed by Mr. Bingley and Netherfield.",1252,0,[],[N],[N]
714,714,narrative,Chapter 19,1252,0,[],[N],[N]
715,715,narrative,"The next day opened a new scene at Longbourn. Mr. Collins made his       declaration in form. Having resolved to do it without loss of time, as his       leave of absence extended only to the following Saturday, and having no       feelings of diffidence to make it distressing to himself even at the       moment, he set about it in a very orderly manner, with all the       observances, which he supposed a regular part of the business. On finding       Mrs. Bennet, Elizabeth, and one of the younger girls together, soon after       breakfast, he addressed the mother in these words:",1252,0,[],[N],[N]
716,716,utterance,"""May I hope, madam, for your interest with your fair daughter Elizabeth,       when I solicit for the honour of a private audience with her in the course       of this morning?""",1254,1,"['""May I hope, madam, for your interest with your fair daughter Elizabeth,       when I solicit for the honour of a private audience with her in the course       of this morning?""']","""May I hope, madam, for your interest with your fair daughter Elizabeth,       when I solicit for the honour of a private audience with her in the course       of this morning?""","May I hope, madam, for your interest with your fair daughter Elizabeth,       when I solicit for the honour of a private audience with her in the course       of this morning?"
717,717,utterance,"Before Elizabeth had time for anything but a blush of surprise, Mrs.       Bennet answered instantly, ""Oh dear!—yes—certainly. I am sure       Lizzy will be very happy—I am sure she can have no objection. Come,       Kitty, I want you up stairs."" And, gathering her work together, she was       hastening away, when Elizabeth called out:",1256,1,"['""Oh dear!—yes—certainly. I am sure       Lizzy will be very happy—I am sure she can have no objection. Come,       Kitty, I want you up stairs.""']","[N] ""Oh dear!—yes—certainly. I am sure       Lizzy will be very happy—I am sure she can have no objection. Come,       Kitty, I want you up stairs."" [N]","[N] Oh dear!—yes—certainly. I am sure       Lizzy will be very happy—I am sure she can have no objection. Come,       Kitty, I want you up stairs. [N]"
718,718,utterance,"""Dear madam, do not go. I beg you will not go. Mr. Collins must excuse me.       He can have nothing to say to me that anybody need not hear. I am going       away myself.""",1258,1,"['""Dear madam, do not go. I beg you will not go. Mr. Collins must excuse me.       He can have nothing to say to me that anybody need not hear. I am going       away myself.""']","""Dear madam, do not go. I beg you will not go. Mr Collins must excuse me.       He can have nothing to say to me that anybody need not hear. I am going       away myself.""","Dear madam, do not go. I beg you will not go. Mr Collins must excuse me.       He can have nothing to say to me that anybody need not hear. I am going       away myself."
719,719,utterance,"""No, no, nonsense, Lizzy. I desire you to stay where you are."" And upon       Elizabeth's seeming really, with vexed and embarrassed looks, about to       escape, she added: ""Lizzy, I insist upon your staying and hearing       Mr. Collins.""",1262,2,"['""No, no, nonsense, Lizzy. I desire you to stay where you are.""', '""Lizzy, I insist upon your staying and hearing       Mr. Collins.""']","""No, no, nonsense, Lizzy. I desire you to stay where you are."" [N] ""Lizzy, I insist upon your staying and hearing       Mr Collins.""","No, no, nonsense, Lizzy. I desire you to stay where you are. [N] Lizzy, I insist upon your staying and hearing       Mr Collins."
720,720,narrative,"Elizabeth would not oppose such an injunction—and a moment's       consideration making her also sensible that it would be wisest to get it       over as soon and as quietly as possible, she sat down again and tried to       conceal, by incessant employment the feelings which were divided between       distress and diversion. Mrs. Bennet and Kitty walked off, and as soon as       they were gone, Mr. Collins began.",1262,0,[],[N],[N]
721,721,utterance,"""Believe me, my dear Miss Elizabeth, that your modesty, so far from doing       you any disservice, rather adds to your other perfections. You would have       been less amiable in my eyes had there not been this little       unwillingness; but allow me to assure you, that I have your respected       mother's permission for this address. You can hardly doubt the purport of       my discourse, however your natural delicacy may lead you to dissemble; my       attentions have been too marked to be mistaken. Almost as soon as I       entered the house, I singled you out as the companion of my future life.       But before I am run away with by my feelings on this subject, perhaps it       would be advisable for me to state my reasons for marrying—and,       moreover, for coming into Hertfordshire with the design of selecting a       wife, as I certainly did.""",1264,1,"['""Believe me, my dear Miss Elizabeth, that your modesty, so far from doing       you any disservice, rather adds to your other perfections. You would have       been less amiable in my eyes had there not been this little       unwillingness; but allow me to assure you, that I have your respected       mother\'s permission for this address. You can hardly doubt the purport of       my discourse, however your natural delicacy may lead you to dissemble; my       attentions have been too marked to be mistaken. Almost as soon as I       entered the house, I singled you out as the companion of my future life.       But before I am run away with by my feelings on this subject, perhaps it       would be advisable for me to state my reasons for marrying—and,       moreover, for coming into Hertfordshire with the design of selecting a       wife, as I certainly did.""']","""Believe me, my dear MissElizabeth, that your modesty, so far from doing       you any disservice, rather adds to your other perfections. You would have       been less amiable in my eyes had there not been this little       unwillingness; but allow me to assure you, that I have your respected       mother's permisson for this address. You can hardly doubt the purport of       my discourse, however your natural delicacy may lead you to dissemble; my       attentions have been too marked to be mistaken. Almost as soon as I       entered the house, I singled you out as the companion of my future life.       But before I am run away with by my feelings on this subject, perhaps it       would be advisable for me to state my reasons for marrying—and,       moreover, for coming into Hertfordshire with the design of selecting a       wife, as I certainly did.""","Believe me, my dear MissElizabeth, that your modesty, so far from doing       you any disservice, rather adds to your other perfections. You would have       been less amiable in my eyes had there not been this little       unwillingness; but allow me to assure you, that I have your respected       mother's permisson for this address. You can hardly doubt the purport of       my discourse, however your natural delicacy may lead you to dissemble; my       attentions have been too marked to be mistaken. Almost as soon as I       entered the house, I singled you out as the companion of my future life.       But before I am run away with by my feelings on this subject, perhaps it       would be advisable for me to state my reasons for marrying—and,       moreover, for coming into Hertfordshire with the design of selecting a       wife, as I certainly did."
722,722,narrative,"The idea of Mr. Collins, with all his solemn composure, being run away       with by his feelings, made Elizabeth so near laughing, that she could not       use the short pause he allowed in any attempt to stop him further, and he       continued:",1264,0,[],[N],[N]
723,723,utterance,"""My reasons for marrying are, first, that I think it a right thing for       every clergyman in easy circumstances (like myself) to set the example of       matrimony in his parish; secondly, that I am convinced that it will add       very greatly to my happiness; and thirdly—which perhaps I ought to       have mentioned earlier, that it is the particular advice and       recommendation of the very noble lady whom I have the honour of calling       patroness. Twice has she condescended to give me her opinion (unasked       too!) on this subject; and it was but the very Saturday night before I       left Hunsford—between our pools at quadrille, while Mrs. Jenkinson       was arranging Miss de Bourgh's footstool, that she said, 'Mr. Collins, you       must marry. A clergyman like you must marry. Choose properly, choose a       gentlewoman for my sake; and for your own, let her be an       active, useful sort of person, not brought up high, but able to make a       small income go a good way. This is my advice. Find such a woman as soon       as you can, bring her to Hunsford, and I will visit her.' Allow me, by the       way, to observe, my fair cousin, that I do not reckon the notice and       kindness of Lady Catherine de Bourgh as among the least of the advantages       in my power to offer. You will find her manners beyond anything I can       describe; and your wit and vivacity, I think, must be acceptable to her,       especially when tempered with the silence and respect which her rank will       inevitably excite. Thus much for my general intention in favour of       matrimony; it remains to be told why my views were directed towards       Longbourn instead of my own neighbourhood, where I can assure you there       are many amiable young women. But the fact is, that being, as I am, to       inherit this estate after the death of your honoured father (who, however,       may live many years longer), I could not satisfy myself without resolving       to choose a wife from among his daughters, that the loss to them might be       as little as possible, when the melancholy event takes place—which,       however, as I have already said, may not be for several years. This has       been my motive, my fair cousin, and I flatter myself it will not sink me       in your esteem. And now nothing remains for me but to assure you in the       most animated language of the violence of my affection. To fortune I am       perfectly indifferent, and shall make no demand of that nature on your       father, since I am well aware that it could not be complied with; and that       one thousand pounds in the four per cents, which will not be yours till       after your mother's decease, is all that you may ever be entitled to. On       that head, therefore, I shall be uniformly silent; and you may assure       yourself that no ungenerous reproach shall ever pass my lips when we are       married.""",1266,1,"['""My reasons for marrying are, first, that I think it a right thing for       every clergyman in easy circumstances (like myself) to set the example of       matrimony in his parish; secondly, that I am convinced that it will add       very greatly to my happiness; and thirdly—which perhaps I ought to       have mentioned earlier, that it is the particular advice and       recommendation of the very noble lady whom I have the honour of calling       patroness. Twice has she condescended to give me her opinion (unasked       too!) on this subject; and it was but the very Saturday night before I       left Hunsford—between our pools at quadrille, while Mrs. Jenkinson       was arranging Miss de Bourgh\'s footstool, that she said, \'Mr. Collins, you       must marry. A clergyman like you must marry. Choose properly, choose a       gentlewoman for my sake; and for your own, let her be an       active, useful sort of person, not brought up high, but able to make a       small income go a good way. This is my advice. Find such a woman as soon       as you can, bring her to Hunsford, and I will visit her.\' Allow me, by the       way, to observe, my fair cousin, that I do not reckon the notice and       kindness of Lady Catherine de Bourgh as among the least of the advantages       in my power to offer. You will find her manners beyond anything I can       describe; and your wit and vivacity, I think, must be acceptable to her,       especially when tempered with the silence and respect which her rank will       inevitably excite. Thus much for my general intention in favour of       matrimony; it remains to be told why my views were directed towards       Longbourn instead of my own neighbourhood, where I can assure you there       are many amiable young women. But the fact is, that being, as I am, to       inherit this estate after the death of your honoured father (who, however,       may live many years longer), I could not satisfy myself without resolving       to choose a wife from among his daughters, that the loss to them might be       as little as possible, when the melancholy event takes place—which,       however, as I have already said, may not be for several years. This has       been my motive, my fair cousin, and I flatter myself it will not sink me       in your esteem. And now nothing remains for me but to assure you in the       most animated language of the violence of my affection. To fortune I am       perfectly indifferent, and shall make no demand of that nature on your       father, since I am well aware that it could not be complied with; and that       one thousand pounds in the four per cents, which will not be yours till       after your mother\'s decease, is all that you may ever be entitled to. On       that head, therefore, I shall be uniformly silent; and you may assure       yourself that no ungenerous reproach shall ever pass my lips when we are       married.""']","""My reasons for marrying are, first, that I think it a right thing for       every clergyman in easy circumsances (like myself) to set the example of       matrimony in his parish; secondly, that I am convinced that it will add       very greatly to my happiness; and thirdly—which perhaps I ought to       have mentioned earlier, that it is the particular advice and       recommendation of the very noble lady whom I have the honour of calling       patroness. Twice has she condescended to give me her opinion (unasked       too!) on this subject; and it was but the very Saturday night before I       left Hunsford—between our pools at quadrille, while Mrs Jenkinson       was arranging Missde Bourgh's footstool, that she said, 'Mr Collins, you       must marry. A clergyman like you must marry. Choose properly, choose a       gentlewoman for my sake; and for your own, let her be an       active, useful sort of person, not brought up high, but able to make a       small income go a good way. This is my advice. Find such a woman as soon       as you can, bring her to Hunsford, and I will visit her.' Allow me, by the       way, to observe, my fair cousin, that I do not reckon the notice and       kindness of Lady Catherine de Bourgh as among the least of the advantages       in my power to offer. You will find her manners beyond anything I can       describe; and your wit and vivacity, I think, must be acceptable to her,       especially when tempered with the silence and respect which her rank will       inevitably excite. Thus much for my general intention in favour of       matrimony; it remains to be told why my views were directed towards       Longbourn instead of my own neighbourhood, where I can assure you there       are many amiable young women. But the fact is, that being, as I am, to       inherit this estate after the death of your honoured father (who, however,       may live many years longer), I could not satisfy myself without resolving       to choose a wife from among his daughters, that the loss to them might be       as little as possible, when the melancholy event takes place—which,       however, as I have already said, may not be for several years. This has       been my motive, my fair cousin, and I flatter myself it will not sink me       in your esteem. And now nothing remains for me but to assure you in the       most animated language of the violence of my affection. To fortune I am       perfectly indifferent, and shall make no demand of that nature on your       father, since I am well aware that it could not be complied with; and that       one thousand pounds in the four per cents, which will not be yours till       after your mother's decease, is all that you may ever be entitled to. On       that head, therefore, I shall be uniformly silent; and you may assure       yourself that no ungenerous reproach shall ever pass my lips when we are       married.""","My reasons for marrying are, first, that I think it a right thing for       every clergyman in easy circumsances (like myself) to set the example of       matrimony in his parish; secondly, that I am convinced that it will add       very greatly to my happiness; and thirdly—which perhaps I ought to       have mentioned earlier, that it is the particular advice and       recommendation of the very noble lady whom I have the honour of calling       patroness. Twice has she condescended to give me her opinion (unasked       too!) on this subject; and it was but the very Saturday night before I       left Hunsford—between our pools at quadrille, while Mrs Jenkinson       was arranging Missde Bourgh's footstool, that she said, 'Mr Collins, you       must marry. A clergyman like you must marry. Choose properly, choose a       gentlewoman for my sake; and for your own, let her be an       active, useful sort of person, not brought up high, but able to make a       small income go a good way. This is my advice. Find such a woman as soon       as you can, bring her to Hunsford, and I will visit her.' Allow me, by the       way, to observe, my fair cousin, that I do not reckon the notice and       kindness of Lady Catherine de Bourgh as among the least of the advantages       in my power to offer. You will find her manners beyond anything I can       describe; and your wit and vivacity, I think, must be acceptable to her,       especially when tempered with the silence and respect which her rank will       inevitably excite. Thus much for my general intention in favour of       matrimony; it remains to be told why my views were directed towards       Longbourn instead of my own neighbourhood, where I can assure you there       are many amiable young women. But the fact is, that being, as I am, to       inherit this estate after the death of your honoured father (who, however,       may live many years longer), I could not satisfy myself without resolving       to choose a wife from among his daughters, that the loss to them might be       as little as possible, when the melancholy event takes place—which,       however, as I have already said, may not be for several years. This has       been my motive, my fair cousin, and I flatter myself it will not sink me       in your esteem. And now nothing remains for me but to assure you in the       most animated language of the violence of my affection. To fortune I am       perfectly indifferent, and shall make no demand of that nature on your       father, since I am well aware that it could not be complied with; and that       one thousand pounds in the four per cents, which will not be yours till       after your mother's decease, is all that you may ever be entitled to. On       that head, therefore, I shall be uniformly silent; and you may assure       yourself that no ungenerous reproach shall ever pass my lips when we are       married."
724,724,narrative,It was absolutely necessary to interrupt him now.,1266,0,[],[N],[N]
725,725,utterance,"""You are too hasty, sir,"" she cried. ""You forget that I have made no       answer. Let me do it without further loss of time. Accept my thanks for       the compliment you are paying me. I am very sensible of the honour of your       proposals, but it is impossible for me to do otherwise than to decline       them.""",1270,2,"['""You are too hasty, sir,""', '""You forget that I have made no       answer. Let me do it without further loss of time. Accept my thanks for       the compliment you are paying me. I am very sensible of the honour of your       proposals, but it is impossible for me to do otherwise than to decline       them.""']","""You are too hasty, sir,"" [N] ""You forget that I have made no       answer. Let me do it without further loss of time. Accept my thanks for       the compliment you are paying me. I am very sensible of the honour of your       proposals, but it is impossible for me to do otherwise than to decline       them.""","You are too hasty, sir, [N] You forget that I have made no       answer. Let me do it without further loss of time. Accept my thanks for       the compliment you are paying me. I am very sensible of the honour of your       proposals, but it is impossible for me to do otherwise than to decline       them."
726,726,utterance,"""I am not now to learn,"" replied Mr. Collins, with a formal wave of the       hand, ""that it is usual with young ladies to reject the addresses of the       man whom they secretly mean to accept, when he first applies for their       favour; and that sometimes the refusal is repeated a second, or even a       third time. I am therefore by no means discouraged by what you have just       said, and shall hope to lead you to the altar ere long.""",1274,2,"['""I am not now to learn,""', '""that it is usual with young ladies to reject the addresses of the       man whom they secretly mean to accept, when he first applies for their       favour; and that sometimes the refusal is repeated a second, or even a       third time. I am therefore by no means discouraged by what you have just       said, and shall hope to lead you to the altar ere long.""']","""I am not now to learn,"" [N] ""that it is usual with young ladies to reject the addresses of the       man whom they secretly mean to accept, when he first applies for their       favour; and that sometimes the refusal is repeated a second, or even a       third time. I am therefore by no means discouraged by what you have just       said, and shall hope to lead you to the altar ere long.""","I am not now to learn, [N] that it is usual with young ladies to reject the addresses of the       man whom they secretly mean to accept, when he first applies for their       favour; and that sometimes the refusal is repeated a second, or even a       third time. I am therefore by no means discouraged by what you have just       said, and shall hope to lead you to the altar ere long."
727,727,utterance,"""Upon my word, sir,"" cried Elizabeth, ""your hope is a rather extraordinary       one after my declaration. I do assure you that I am not one of those young       ladies (if such young ladies there are) who are so daring as to risk their       happiness on the chance of being asked a second time. I am perfectly       serious in my refusal. You could not make me happy, and I am       convinced that I am the last woman in the world who could make you so.       Nay, were your friend Lady Catherine to know me, I am persuaded she would       find me in every respect ill qualified for the situation.""",1278,2,"['""Upon my word, sir,""', '""your hope is a rather extraordinary       one after my declaration. I do assure you that I am not one of those young       ladies (if such young ladies there are) who are so daring as to risk their       happiness on the chance of being asked a second time. I am perfectly       serious in my refusal. You could not make me happy, and I am       convinced that I am the last woman in the world who could make you so.       Nay, were your friend Lady Catherine to know me, I am persuaded she would       find me in every respect ill qualified for the situation.""']","""Upon my word, sir,"" [N] ""your hope is a rather extraordinary       one after my declaration. I do assure you that I am not one of those young       ladies (if such young ladies there are) who are so daring as to risk their       happiness on the chance of being asked a second time. I am perfectly       serious in my refusal. You could not make me happy, and I am       convinced that I am the last woman in the world who could make you so.       Nay, were your friend Lady Catherine to know me, I am persuaded she would       find me in every respect ill qualified for the situation.""","Upon my word, sir, [N] your hope is a rather extraordinary       one after my declaration. I do assure you that I am not one of those young       ladies (if such young ladies there are) who are so daring as to risk their       happiness on the chance of being asked a second time. I am perfectly       serious in my refusal. You could not make me happy, and I am       convinced that I am the last woman in the world who could make you so.       Nay, were your friend Lady Catherine to know me, I am persuaded she would       find me in every respect ill qualified for the situation."
728,728,utterance,"""Were it certain that Lady Catherine would think so,"" said Mr. Collins       very gravely—""but I cannot imagine that her ladyship would at all       disapprove of you. And you may be certain when I have the honour of seeing       her again, I shall speak in the very highest terms of your modesty,       economy, and other amiable qualification.""",1282,2,"['""Were it certain that Lady Catherine would think so,""', '""but I cannot imagine that her ladyship would at all       disapprove of you. And you may be certain when I have the honour of seeing       her again, I shall speak in the very highest terms of your modesty,       economy, and other amiable qualification.""']","""Were it certain that Lady Catherine would think so,"" [N] ""but I cannot imagine that her ladyship would at all       disapprove of you. And you may be certain when I have the honour of seeing       her again, I shall speak in the very highest termsof your modesty,       economy, and other amiable qualification.""","Were it certain that Lady Catherine would think so, [N] but I cannot imagine that her ladyship would at all       disapprove of you. And you may be certain when I have the honour of seeing       her again, I shall speak in the very highest termsof your modesty,       economy, and other amiable qualification."
729,729,utterance,"""Indeed, Mr. Collins, all praise of me will be unnecessary. You must give       me leave to judge for myself, and pay me the compliment of believing what       I say. I wish you very happy and very rich, and by refusing your hand, do       all in my power to prevent your being otherwise. In making me the offer,       you must have satisfied the delicacy of your feelings with regard to my       family, and may take possession of Longbourn estate whenever it falls,       without any self-reproach. This matter may be considered, therefore, as       finally settled."" And rising as she thus spoke, she would have quitted the       room, had Mr. Collins not thus addressed her:",1284,1,"['""Indeed, Mr. Collins, all praise of me will be unnecessary. You must give       me leave to judge for myself, and pay me the compliment of believing what       I say. I wish you very happy and very rich, and by refusing your hand, do       all in my power to prevent your being otherwise. In making me the offer,       you must have satisfied the delicacy of your feelings with regard to my       family, and may take possession of Longbourn estate whenever it falls,       without any self-reproach. This matter may be considered, therefore, as       finally settled.""']","""Indeed, Mr Collins, all praise of me will be unnecessary. You must give       me leave to judge for myself, and pay me the compliment of believing what       I say. I wish you very happy and very rich, and by refusing your hand, do       all in my power to prevent your being otherwise. In making me the offer,       you must have satisfied the delicacy of your feelings with regard to my       family, and may take possession of Longbourn estate whenever it falls,       without any self-reproach. This matter may be considered, therefore, as       finally settled."" [N]","Indeed, Mr Collins, all praise of me will be unnecessary. You must give       me leave to judge for myself, and pay me the compliment of believing what       I say. I wish you very happy and very rich, and by refusing your hand, do       all in my power to prevent your being otherwise. In making me the offer,       you must have satisfied the delicacy of your feelings with regard to my       family, and may take possession of Longbourn estate whenever it falls,       without any self-reproach. This matter may be considered, therefore, as       finally settled. [N]"
730,730,utterance,"""When I do myself the honour of speaking to you next on the subject, I       shall hope to receive a more favourable answer than you have now given me;       though I am far from accusing you of cruelty at present, because I know it       to be the established custom of your sex to reject a man on the first       application, and perhaps you have even now said as much to encourage my       suit as would be consistent with the true delicacy of the female       character.""",1286,1,"['""When I do myself the honour of speaking to you next on the subject, I       shall hope to receive a more favourable answer than you have now given me;       though I am far from accusing you of cruelty at present, because I know it       to be the established custom of your sex to reject a man on the first       application, and perhaps you have even now said as much to encourage my       suit as would be consistent with the true delicacy of the female       character.""']","""When I do myself the honour of speaking to you next on the subject, I       shall hope to receive a more favourable answer than you have now given me;       though I am far from accusing you of cruelty at present, because I know it       to be the established custom of your sex to reject a man on the first       application, and perhaps you have even now said as much to encourage my       suit as would be consistent with the true delicacy of the female       character.""","When I do myself the honour of speaking to you next on the subject, I       shall hope to receive a more favourable answer than you have now given me;       though I am far from accusing you of cruelty at present, because I know it       to be the established custom of your sex to reject a man on the first       application, and perhaps you have even now said as much to encourage my       suit as would be consistent with the true delicacy of the female       character."
731,731,utterance,"""Really, Mr. Collins,"" cried Elizabeth with some warmth, ""you puzzle me       exceedingly. If what I have hitherto said can appear to you in the form of       encouragement, I know not how to express my refusal in such a way as to       convince you of its being one.""",1290,2,"['""Really, Mr. Collins,""', '""you puzzle me       exceedingly. If what I have hitherto said can appear to you in the form of       encouragement, I know not how to express my refusal in such a way as to       convince you of its being one.""']","""Really, Mr Collins,"" [N] ""you puzzle me       exceedingly. If what I have hitherto said can appear to you in the form of       encouragement, I know not how to express my refusal in such a way as to       convince you of its being one.""","Really, Mr Collins, [N] you puzzle me       exceedingly. If what I have hitherto said can appear to you in the form of       encouragement, I know not how to express my refusal in such a way as to       convince you of its being one."
