,utter_1,utter_2,label,chapter_tag,split_tag
321,"""Your humility, Mr Bingley,""","""must disarm reproof.""",B-OTHER,Chapter 10,train
322,"""must disarm reproof.""","""Nothing is more deceitful,""",I-OTHER,Chapter 10,train
323,"""Nothing is more deceitful,""","""than the appearance of humility.       It is often only carelessness of opinion, and sometimes an indirect       boast.""",B-OTHER,Chapter 10,train
324,"""than the appearance of humility.       It is often only carelessness of opinion, and sometimes an indirect       boast.""","""And which of the two do you call my little recent piece of       modesty?""",I-OTHER,Chapter 10,train
325,"""And which of the two do you call my little recent piece of       modesty?""","""The indirect boast; for you are really proud of your defects in writing,       because you consider them as proceeding from a rapidity of thought and       carelessness of execution, which, if not estimable, you think at least       highly interesting. The power of doing anything with quickness is always       prized much by the possessor, and often without any attention to the       imperfection of the performance. When you told Mrs Bennet this morning       that if you ever resolved upon quitting Netherfield you should be gone in       five minutes, you meant it to be a sort of panegyric, of compliment to       yourself—and yet what is there so very laudable in a precipitance       which must leave very necessary business undone, and can be of no real       advantage to yourself or anyone else?""",B-OTHER,Chapter 10,train
326,"""The indirect boast; for you are really proud of your defects in writing,       because you consider them as proceeding from a rapidity of thought and       carelessness of execution, which, if not estimable, you think at least       highly interesting. The power of doing anything with quickness is always       prized much by the possessor, and often without any attention to the       imperfection of the performance. When you told Mrs Bennet this morning       that if you ever resolved upon quitting Netherfield you should be gone in       five minutes, you meant it to be a sort of panegyric, of compliment to       yourself—and yet what is there so very laudable in a precipitance       which must leave very necessary business undone, and can be of no real       advantage to yourself or anyone else?""","""Nay,""",B-OTHER,Chapter 10,train
327,"""Nay,""","""this is too much, to remember at night all the       foolish things that were said in the morning. And yet, upon my honour, I       believe what I said of myself to be true, and I believe it at this moment.       At least, therefore, I did not assume the character of needless       precipitance merely to show off before the ladies.""",B-OTHER,Chapter 10,train
328,"""this is too much, to remember at night all the       foolish things that were said in the morning. And yet, upon my honour, I       believe what I said of myself to be true, and I believe it at this moment.       At least, therefore, I did not assume the character of needless       precipitance merely to show off before the ladies.""","""I dare say you believed it; but I am by no means convinced that you would       be gone with such celerity. Your conduct would be quite as dependent on       chance as that of any man I know; and if, as you were mounting your horse,       a friend were to say, 'Bingley, you had better stay till next week,' you       would probably do it, you would probably not go—and at another word,       might stay a month.""",I-OTHER,Chapter 10,train
329,"""I dare say you believed it; but I am by no means convinced that you would       be gone with such celerity. Your conduct would be quite as dependent on       chance as that of any man I know; and if, as you were mounting your horse,       a friend were to say, 'Bingley, you had better stay till next week,' you       would probably do it, you would probably not go—and at another word,       might stay a month.""","""You have only proved by this,""",B-OTHER,Chapter 10,train
330,"""You have only proved by this,""","""that Mr Bingley did not       do justice to his own disposition. You have shown him off now much more       than he did himslf.""",B-OTHER,Chapter 10,train
331,"""that Mr Bingley did not       do justice to his own disposition. You have shown him off now much more       than he did himslf.""","""I am exceedingly gratified,""",I-OTHER,Chapter 10,train
332,"""I am exceedingly gratified,""","""by your converting what my       friend says into a compliment on the sweetness of my temper. But I am       afraid you are giving it a turn which that gentleman did by no means       intend; for he would certainly think better of me, if under such a       circumsance I were to give a flat denial, and ride off as fast as I       could.""",B-OTHER,Chapter 10,train
333,"""by your converting what my       friend says into a compliment on the sweetness of my temper. But I am       afraid you are giving it a turn which that gentleman did by no means       intend; for he would certainly think better of me, if under such a       circumsance I were to give a flat denial, and ride off as fast as I       could.""","""Would Mr Darcy then consider the rashness of your original intentions as       atoned for by your obstinacy in adhering to it?""",I-OTHER,Chapter 10,train
334,"""Would Mr Darcy then consider the rashness of your original intentions as       atoned for by your obstinacy in adhering to it?""","""Upon my word, I cannot exactly explain the matter; Darcy must speak for       himslf.""",B-OTHER,Chapter 10,train
335,"""Upon my word, I cannot exactly explain the matter; Darcy must speak for       himslf.""","""You expect me to account for opinions which you choose to call mine, but       which I have never acknowledged. Allowing the case, however, to stand       according to your representation, you must remember, MissBennet, that the       friend who is supposed to desire his return to the house, and the delay of       his plan, has merely desired it, asked it without offering one argument in       favour of its propriety.""",B-OTHER,Chapter 10,train
336,"""You expect me to account for opinions which you choose to call mine, but       which I have never acknowledged. Allowing the case, however, to stand       according to your representation, you must remember, MissBennet, that the       friend who is supposed to desire his return to the house, and the delay of       his plan, has merely desired it, asked it without offering one argument in       favour of its propriety.""","""To yield readily—easily—to the persuasion of a friend       is no merit with you.""",B-OTHER,Chapter 10,train
337,"""To yield readily—easily—to the persuasion of a friend       is no merit with you.""","""To yield without conviction is no compliment to the understanding of       either.""",B-OTHER,Chapter 10,train
338,"""To yield without conviction is no compliment to the understanding of       either.""","""You appear to me, Mr Darcy, to allow nothing for the influence of       friendship and affection. A regard for the requester would often make one       readily yield to a request, without waiting for arguments to reason one       into it. I am not particularly speaking of such a case as you have       supposed about Mr Bingley. We may as well wait, perhaps, till the       circumsance occurs before we discuss the discretion of his behaviour       thereupon. But in general and ordinary cases between friend and friend,       where one of them is desired by the other to change a resolution of no       very great moment, should you think ill of that person for complying with       the desire, without waiting to be argued into it?""",B-OTHER,Chapter 10,train
339,"""You appear to me, Mr Darcy, to allow nothing for the influence of       friendship and affection. A regard for the requester would often make one       readily yield to a request, without waiting for arguments to reason one       into it. I am not particularly speaking of such a case as you have       supposed about Mr Bingley. We may as well wait, perhaps, till the       circumsance occurs before we discuss the discretion of his behaviour       thereupon. But in general and ordinary cases between friend and friend,       where one of them is desired by the other to change a resolution of no       very great moment, should you think ill of that person for complying with       the desire, without waiting to be argued into it?""","""Will it not be advisable, before we proceed on this subject, to arrange       with rather more precision the degree of importance which is to appertain       to this request, as well as the degree of intimacy subsisting between the       parties?""",B-OTHER,Chapter 10,train
340,"""Will it not be advisable, before we proceed on this subject, to arrange       with rather more precision the degree of importance which is to appertain       to this request, as well as the degree of intimacy subsisting between the       parties?""","""By all means,""",B-OTHER,Chapter 10,train
341,"""By all means,""","""let us hear all the particulars, not       forgetting their comparative height and size; for that will have more       weight in the argument, MissBennet, than you may be aware of. I assure       you, that if Darcy were not such a great tall fellow, in comparison with       myself, I should not pay him half so much deference. I declare I do not       know a more awful object than Darcy, on particular occasions, and in       particular places; at his own house especially, and of a Sunday evening,       when he has nothing to do.""",B-OTHER,Chapter 10,train
342,"""let us hear all the particulars, not       forgetting their comparative height and size; for that will have more       weight in the argument, MissBennet, than you may be aware of. I assure       you, that if Darcy were not such a great tall fellow, in comparison with       myself, I should not pay him half so much deference. I declare I do not       know a more awful object than Darcy, on particular occasions, and in       particular places; at his own house especially, and of a Sunday evening,       when he has nothing to do.""","""I see your design, Bingley,""",I-OTHER,Chapter 10,train
343,"""I see your design, Bingley,""","""You dislike an argument,       and want to silence this.""",B-OTHER,Chapter 10,train
344,"""You dislike an argument,       and want to silence this.""","""Perhaps I do. Arguments are too much like disputes. If you and Miss      Bennet will defer yours till I am out of the room, I shall be very       thankful; and then you may say whatever you like of me.""",I-OTHER,Chapter 10,train
345,"""Perhaps I do. Arguments are too much like disputes. If you and Miss      Bennet will defer yours till I am out of the room, I shall be very       thankful; and then you may say whatever you like of me.""","""What you ask,""",B-OTHER,Chapter 10,train
346,"""What you ask,""","""is no sacrifice on my side; and Mr Darcy       had much better finish his letter.""",B-OTHER,Chapter 10,train
347,"""Do not you feel a great inclination, MissBennet, to seize such an       opportunity of dancing a reel?""","""Oh!""",B-START,Chapter 10,train
348,"""Oh!""","""I heard you before, but I could not immediately determine       what to say in reply. You wanted me, I know, to say 'Yes,' that you might       have the pleasure of despising my taste; but I always delight in       overthrowing those kind of schemes, and cheating a person of their       premeditated contempt. I have, therefore, made up my mind to tell you,       that I do not want to dance a reel at all—and now despise me if you       dare.""",B-OTHER,Chapter 10,train
349,"""I heard you before, but I could not immediately determine       what to say in reply. You wanted me, I know, to say 'Yes,' that you might       have the pleasure of despising my taste; but I always delight in       overthrowing those kind of schemes, and cheating a person of their       premeditated contempt. I have, therefore, made up my mind to tell you,       that I do not want to dance a reel at all—and now despise me if you       dare.""","""Indeed I do not dare.""",I-OTHER,Chapter 10,train
350,"""I hope,""","""you will give your mother-in-law a few hints, when this       desirable event takes place, as to the advantage of holding her tongue;       and if you can compass it, do cure the younger girls of running after       officers. And, if I may mention so delicate a subject, endeavour to check       that little something, bordering on conceit and impertinence, which your       lady possesses.""",B-START,Chapter 10,train
351,"""you will give your mother-in-law a few hints, when this       desirable event takes place, as to the advantage of holding her tongue;       and if you can compass it, do cure the younger girls of running after       officers. And, if I may mention so delicate a subject, endeavour to check       that little something, bordering on conceit and impertinence, which your       lady possesses.""","""Have you anything else to propose for my domestic felicity?""",I-START,Chapter 10,train
352,"""Have you anything else to propose for my domestic felicity?""","""Oh! yes. Do let the portraits of your uncle and aunt Phillips be placed       in the gallery at Pemberley. Put them next to your great-uncle the judge.       They are in the same profession, you know, only in different lines. As for       your Elizabeth's picture, you must not have it taken, for what painter       could do justice to those beautiful eyes?""",B-OTHER,Chapter 10,train
353,"""Oh! yes. Do let the portraits of your uncle and aunt Phillips be placed       in the gallery at Pemberley. Put them next to your great-uncle the judge.       They are in the same profession, you know, only in different lines. As for       your Elizabeth's picture, you must not have it taken, for what painter       could do justice to those beautiful eyes?""","""It would not be easy, indeed, to catch their expression, but their colour       and shape, and the eyelashes, so remarkably fine, might be copied.""",B-OTHER,Chapter 10,train
354,"""I did not know that you intended to walk,""","""You used us abominably ill,""",B-START,Chapter 10,train
355,"""You used us abominably ill,""","""running away without       telling us that you were coming out.""",B-OTHER,Chapter 10,train
356,"""running away without       telling us that you were coming out.""","""This walk is not wide enough for our party. We had better go into the       avenue.""",I-OTHER,Chapter 10,train
357,"""This walk is not wide enough for our party. We had better go into the       avenue.""","""No, no; stay where you are. You are charmingly grouped, and appear to       uncommon advantage. The picturesque would be spoilt by admitting a fourth.       Good-bye.""",B-OTHER,Chapter 10,train
358,"""No, no; stay where you are. You are charmingly grouped, and appear to       uncommon advantage. The picturesque would be spoilt by admitting a fourth.       Good-bye.""","""very glad;""",B-OTHER,Chapter 10,train
359,"""By the bye, Charles, are you really serious in meditating a dance at       Netherfield? I would advise you, before you determine on it, to consult       the wishes of the present party; I am much mistaken if there are not some       among us to whom a ball would be rather a punishment than a pleasure.""","""If you mean Darcy,""",B-START,Chapter 11,train
360,"""If you mean Darcy,""","""he may go to bed, if he chooses,       before it begins—but as for the ball, it is quite a settled thing;       and as soon as Nicholls has made white soup enough, I shall send round my       cards.""",B-OTHER,Chapter 11,train
361,"""he may go to bed, if he chooses,       before it begins—but as for the ball, it is quite a settled thing;       and as soon as Nicholls has made white soup enough, I shall send round my       cards.""","""I should like balls infinitely better,""",I-OTHER,Chapter 11,train
362,"""I should like balls infinitely better,""","""if they were       carried on in a different manner; but there is something insufferably       tedious in the usual process of such a meeting. It would surely be much       more rational if conversation instead of dancing were made the order of       the day.""",B-OTHER,Chapter 11,train
363,"""if they were       carried on in a different manner; but there is something insufferably       tedious in the usual process of such a meeting. It would surely be much       more rational if conversation instead of dancing were made the order of       the day.""","""Much more rational, my dear Caroline, I dare say, but it would not be       near so much like a ball.""",I-OTHER,Chapter 11,train
364,"""MissEliza Bennet, let me persuade you to follow my example, and take a       turn about the room. I assure you it is very refreshing after sitting so       long in one attitude.""","""What could he mean? She was dying to know what could be his       meaning?""",B-START,Chapter 11,train
365,"""What could he mean? She was dying to know what could be his       meaning?""","""Not at all,""",B-OTHER,Chapter 11,train
366,"""Not at all,""","""but depend upon it, he means to be severe       on us, and our surest way of disappointing him will be to ask nothing       about it.""",B-OTHER,Chapter 11,train
367,"""but depend upon it, he means to be severe       on us, and our surest way of disappointing him will be to ask nothing       about it.""","""I have not the smallest objection to explaining them,""",I-OTHER,Chapter 11,train
368,"""I have not the smallest objection to explaining them,""","""You either choose this method of passing the       evening because you are in each other's confidence, and have secret       affairs to discuss, or because you are conscious that your figures appear       to the greatest advantage in walking; if the first, I would be completely       in your way, and if the second, I can admire you much better as I sit by       the fire.""",B-OTHER,Chapter 11,train
369,"""You either choose this method of passing the       evening because you are in each other's confidence, and have secret       affairs to discuss, or because you are conscious that your figures appear       to the greatest advantage in walking; if the first, I would be completely       in your way, and if the second, I can admire you much better as I sit by       the fire.""","""Oh! shocking!""",I-OTHER,Chapter 11,train
370,"""Oh! shocking!""","""I never heard anything so abominable.       How shall we punish him for such a speech?""",B-OTHER,Chapter 11,train
371,"""I never heard anything so abominable.       How shall we punish him for such a speech?""","""Nothing so easy, if you have but the inclination,""",I-OTHER,Chapter 11,train
372,"""Nothing so easy, if you have but the inclination,""","""We       can all plague and punish one another. Tease him—laugh at him.       Intimate as you are, you must know how it is to be done.""",B-OTHER,Chapter 11,train
373,"""We       can all plague and punish one another. Tease him—laugh at him.       Intimate as you are, you must know how it is to be done.""","""But upon my honour, I do not. I do assure you that my intimacy has       not yet taught me that. Tease calmness of manner and presence of       mind! No, no; I feel he may defy us there. And as to laughter, we will not       expose ourselves, if you please, by attempting to laugh without a subject.       Mr Darcy may hug himslf.""",I-OTHER,Chapter 11,train
374,"""But upon my honour, I do not. I do assure you that my intimacy has       not yet taught me that. Tease calmness of manner and presence of       mind! No, no; I feel he may defy us there. And as to laughter, we will not       expose ourselves, if you please, by attempting to laugh without a subject.       Mr Darcy may hug himslf.""","""Mr Darcy is not to be laughed at!""",B-OTHER,Chapter 11,train
375,"""Mr Darcy is not to be laughed at!""","""That is an uncommon       advantage, and uncommon I hope it will continue, for it would be a great       loss to me to have many such acquaintances. I dearly love a laugh.""",B-OTHER,Chapter 11,train
376,"""That is an uncommon       advantage, and uncommon I hope it will continue, for it would be a great       loss to me to have many such acquaintances. I dearly love a laugh.""","""MissBingley,""",I-OTHER,Chapter 11,train
377,"""MissBingley,""","""has given me more credit than can be. The wisest       and the best of men—nay, the wisest and best of their actions—may       be rendered ridiculous by a person whose first object in life is a joke.""",B-OTHER,Chapter 11,train
378,"""has given me more credit than can be. The wisest       and the best of men—nay, the wisest and best of their actions—may       be rendered ridiculous by a person whose first object in life is a joke.""","""Certainly,""",I-OTHER,Chapter 11,train
379,"""Certainly,""","""there are such people, but I hope I       am not one of them. I hope I never ridicule what is wise and good.       Follies and nonsense, whimsand inconsistencies, do divert me, I       own, and I laugh at them whenever I can. But these, I suppose, are       precisely what you are without.""",B-OTHER,Chapter 11,train
380,"""there are such people, but I hope I       am not one of them. I hope I never ridicule what is wise and good.       Follies and nonsense, whimsand inconsistencies, do divert me, I       own, and I laugh at them whenever I can. But these, I suppose, are       precisely what you are without.""","""Perhaps that is not possible for anyone. But it has been the study of my       life to avoid those weaknesses which often expose a strong understanding       to ridicule.""",I-OTHER,Chapter 11,train
381,"""Perhaps that is not possible for anyone. But it has been the study of my       life to avoid those weaknesses which often expose a strong understanding       to ridicule.""","""Such as vanity and pride.""",B-OTHER,Chapter 11,train
382,"""Such as vanity and pride.""","""Yes, vanity is a weakness indeed. But pride—where there is a real       superiority of mind, pride will be always under good regulation.""",B-OTHER,Chapter 11,train
383,"""Your examination of Mr Darcy is over, I presume,""","""and pray what is the result?""",B-START,Chapter 11,train
384,"""and pray what is the result?""","""I am perfectly convinced by it that Mr Darcy has no defect. He owns it       himslf without disguise.""",I-START,Chapter 11,train
385,"""I am perfectly convinced by it that Mr Darcy has no defect. He owns it       himslf without disguise.""","""No,""",B-OTHER,Chapter 11,train
386,"""No,""","""I have made no such pretension. I have faults enough,       but they are not, I hope, of understanding. My temper I dare not vouch       for. It is, I believe, too little yielding—certainly too little for       the convenience of the world. I cannot forget the follies and vices of       others so soon as I ought, nor their offenses against myself. My feelings       are not puffed about with every attempt to move them. My temper would       perhaps be called resentful. My good opinion once lost, is lost forever.""",B-OTHER,Chapter 11,train
387,"""I have made no such pretension. I have faults enough,       but they are not, I hope, of understanding. My temper I dare not vouch       for. It is, I believe, too little yielding—certainly too little for       the convenience of the world. I cannot forget the follies and vices of       others so soon as I ought, nor their offenses against myself. My feelings       are not puffed about with every attempt to move them. My temper would       perhaps be called resentful. My good opinion once lost, is lost forever.""","""That is a failing indeed!""",I-OTHER,Chapter 11,train
388,"""That is a failing indeed!""","""Implacable resentment       is a shade in a character. But you have chosen your fault well. I       really cannot laugh at it. You are safe from me.""",B-OTHER,Chapter 11,train
389,"""Implacable resentment       is a shade in a character. But you have chosen your fault well. I       really cannot laugh at it. You are safe from me.""","""There is, I believe, in every disposition a tendency to some particular       evil—a natural defect, which not even the best education can       overcome.""",I-OTHER,Chapter 11,train
390,"""There is, I believe, in every disposition a tendency to some particular       evil—a natural defect, which not even the best education can       overcome.""","""And your defect is to hate everybody.""",B-OTHER,Chapter 11,train
391,"""And your defect is to hate everybody.""","""And yours,""",B-OTHER,Chapter 11,train
392,"""And yours,""","""is willfully to misunderstand       them.""",B-OTHER,Chapter 11,train
393,"""is willfully to misunderstand       them.""","""Do let us have a little music,""",I-OTHER,Chapter 11,train
394,"""Do let us have a little music,""","""Louisa, you will not mind my       waking Mr Hurst?""",B-OTHER,Chapter 11,train
395,"""I hope, my dear,""","""that you have ordered a good dinner to-day, because I       have reason to expect an addition to our family party.""",B-START,Chapter 13,train
396,"""that you have ordered a good dinner to-day, because I       have reason to expect an addition to our family party.""","""Who do you mean, my dear? I know of nobody that is coming, I am sure,       unless Charlotte Lucas should happen to call in—and I hope my       dinners are good enough for her. I do not believe she often sees such at       home.""",I-START,Chapter 13,train
397,"""Who do you mean, my dear? I know of nobody that is coming, I am sure,       unless Charlotte Lucas should happen to call in—and I hope my       dinners are good enough for her. I do not believe she often sees such at       home.""","""The person of whom I speak is a gentleman, and a stranger.""",B-OTHER,Chapter 13,train
398,"""The person of whom I speak is a gentleman, and a stranger.""","""A gentleman and a stranger! It is Mr       Bingley, I am sure! Well, I am sure I shall be extremely glad to see Mr       Bingley. But—good Lord! how unlucky! There is not a bit of fish to       be got to-day. Lydia, my love, ring the bell—I must speak to Hill       this moment.""",B-OTHER,Chapter 13,train
399,"""A gentleman and a stranger! It is Mr       Bingley, I am sure! Well, I am sure I shall be extremely glad to see Mr       Bingley. But—good Lord! how unlucky! There is not a bit of fish to       be got to-day. Lydia, my love, ring the bell—I must speak to Hill       this moment.""","""It is not Mr Bingley,""",B-OTHER,Chapter 13,train
400,"""It is not Mr Bingley,""","""it is a person whom I       never saw in the whole course of my life.""",B-OTHER,Chapter 13,train
401,"""About a month ago I received this letter; and about a fortnight ago I       answered it, for I thought it a case of some delicacy, and requiring early       attention. It is from my cousin, Mr Collins, who, when I am dead, may       turn you all out of this house as soon as he pleases.""","""Oh! my dear,""",B-START,Chapter 13,train
402,"""Oh! my dear,""","""I cannot bear to hear that mentioned. Pray       do not talk of that odious man. I do think it is the hardest thing in the       world, that your estate should be entailed away from your own children;       and I am sure, if I had been you, I should have tried long ago to do       something or other about it.""",B-OTHER,Chapter 13,train
403,"""It certainly is a most iniquitous affair,""","""and nothing       can clear Mr Collins from the guilt of inheriting Longbourn. But if you       will listen to his letter, you may perhaps be a little softened by his       manner of expressing himslf.""",B-START,Chapter 13,train
404,"""and nothing       can clear Mr Collins from the guilt of inheriting Longbourn. But if you       will listen to his letter, you may perhaps be a little softened by his       manner of expressing himslf.""","""No, that I am sure I shall not; and I think it is very impertinent of him       to write to you at all, and very hypocritical. I hate such false friends.       Why could he not keep on quarreling with you, as his father did before       him?""",I-START,Chapter 13,train
405,"""No, that I am sure I shall not; and I think it is very impertinent of him       to write to you at all, and very hypocritical. I hate such false friends.       Why could he not keep on quarreling with you, as his father did before       him?""","""Why, indeed; he does seem to have had some filial scruples on that head,       as you will hear.""",B-OTHER,Chapter 13,train
406,"""Why, indeed; he does seem to have had some filial scruples on that head,       as you will hear.""","""WILLIAM COLLINS""",B-OTHER,Chapter 13,train
407,"""At four o'clock, therefore, we may expect this peace-making gentleman,""","""He seemsto be a most       conscientious and polite young man, upon my word, and I doubt not will       prove a valuable acquaintance, especially if Lady Catherine should be so       indulgent as to let him come to us again.""",B-START,Chapter 13,train
408,"""He seemsto be a most       conscientious and polite young man, upon my word, and I doubt not will       prove a valuable acquaintance, especially if Lady Catherine should be so       indulgent as to let him come to us again.""","""There is some sense in what he says about the girls, however, and if he       is disposed to make them any amends, I shall not be the person to       discourage him.""",I-START,Chapter 13,train
409,"""There is some sense in what he says about the girls, however, and if he       is disposed to make them any amends, I shall not be the person to       discourage him.""","""Though it is difficult,""",B-OTHER,Chapter 13,train
410,"""Though it is difficult,""","""to guess in what way he can mean to       make us the atonement he thinks our due, the wish is certainly to his       credit.""",B-OTHER,Chapter 13,train
411,"""to guess in what way he can mean to       make us the atonement he thinks our due, the wish is certainly to his       credit.""","""He must be an oddity, I think,""",I-OTHER,Chapter 13,train
412,"""He must be an oddity, I think,""","""I cannot make him out.—There       is something very pompous in his style.—And what can he mean by       apologising for being next in the entail?—We cannot suppose he would       help it if he could.—Could he be a sensible man, sir?""",B-OTHER,Chapter 13,train
413,"""I cannot make him out.—There       is something very pompous in his style.—And what can he mean by       apologising for being next in the entail?—We cannot suppose he would       help it if he could.—Could he be a sensible man, sir?""","""No, my dear, I think not. I have great hopes of finding him quite the       reverse. There is a mixture of servility and self-importance in his       letter, which promises well. I am impatient to see him.""",I-OTHER,Chapter 13,train
414,"""No, my dear, I think not. I have great hopes of finding him quite the       reverse. There is a mixture of servility and self-importance in his       letter, which promises well. I am impatient to see him.""","""In point of composition,""",B-OTHER,Chapter 13,train
415,"""In point of composition,""","""the letter does not seem defective.       The idea of the olive-branch perhaps is not wholly new, yet I think it is       well expressed.""",B-OTHER,Chapter 13,train
416,"""You are very kind, I am sure; and I wish with all my heart it may prove       so, for else they will be destitute enough. Things are settled so oddly.""","""You allude, perhaps, to the entail of this estate.""",B-START,Chapter 13,train
417,"""You allude, perhaps, to the entail of this estate.""","""Ah! sir, I do indeed. It is a grievous affair to my poor girls, you must       confess. Not that I mean to find fault with you, for such things I       know are all chance in this world. There is no knowing how estates will go       when once they come to be entailed.""",B-OTHER,Chapter 13,train
418,"""Ah! sir, I do indeed. It is a grievous affair to my poor girls, you must       confess. Not that I mean to find fault with you, for such things I       know are all chance in this world. There is no knowing how estates will go       when once they come to be entailed.""","""I am very sensible, madam, of the hardship to my fair cousins, and could       say much on the subject, but that I am cautious of appearing forward and       precipitate. But I can assure the young ladies that I come prepared to       admire them. At present I will not say more; but, perhaps, when we are       better acquainted—""",B-OTHER,Chapter 13,train
419,"""I am very sensible, madam, of the hardship to my fair cousins, and could       say much on the subject, but that I am cautious of appearing forward and       precipitate. But I can assure the young ladies that I come prepared to       admire them. At present I will not say more; but, perhaps, when we are       better acquainted—""","""he had never in his life witnessed such behaviour in a       person of rank—such affability and condescension, as he had himslf       experienced from Lady Catherine. She had been graciously pleased to       approve of both of the discourses which he had already had the honour of       preaching before her. She had also asked him twice to dine at Rosings, and       had sent for him only the Saturday before, to make up her pool of       quadrille in the evening. Lady Catherine was reckoned proud by many people       he knew, but he had never seen anything but affability in her. She       had always spoken to him as she would to any other gentleman; she made not       the smallest objection to his joining in the society of the neighbourhood       nor to his leaving the parish occasionally for a week or two, to visit his       relations. She had even condescended to advise him to marry as soon as he       could, provided he chose with discretion; and had once paid him a visit in       his humble parsonage, where she had perfectly approved all the alterations       he had been making, and had even vouchsafed to suggest some herself—some       shelves in the closet up stairs.""",B-OTHER,Chapter 13,train
420,"""That is all very proper and civil, I am sure,""","""and I       dare say she is a very agreeable woman. It is a pity that great ladies in       general are not more like her. Does she live near you, sir?""",B-START,Chapter 14,train
421,"""and I       dare say she is a very agreeable woman. It is a pity that great ladies in       general are not more like her. Does she live near you, sir?""","""The garden in which stands my humble abode is separated only by a lane       from Rosings Park, her ladyship's residence.""",I-START,Chapter 14,train
422,"""The garden in which stands my humble abode is separated only by a lane       from Rosings Park, her ladyship's residence.""","""I think you said she was a widow, sir? Has she any family?""",B-OTHER,Chapter 14,train
423,"""I think you said she was a widow, sir? Has she any family?""","""She has only one daughter, the heiress of Rosings, and of very extensive       property.""",B-OTHER,Chapter 14,train
424,"""She has only one daughter, the heiress of Rosings, and of very extensive       property.""","""Ah!""",B-OTHER,Chapter 14,train
425,"""Ah!""","""then she is better off than       many girls. And what sort of young lady is she? Is she handsome?""",B-OTHER,Chapter 14,train
426,"""then she is better off than       many girls. And what sort of young lady is she? Is she handsome?""","""She is a most charming young lady indeed. Lady Catherine herself says       that, in point of true beauty, Missde Bourgh is far superior to the       handsomest of her sex, because there is that in her features which marks       the young lady of distinguished birth. She is unfortunately of a sickly       constitution, which has prevented her from making that progress in many       accomplishments which she could not have otherwise failed of, as I am       informed by the lady who superintended her education, and who still       resides with them. But she is perfectly amiable, and often condescends to       drive by my humble abode in her little phaeton and ponies.""",I-OTHER,Chapter 14,train
427,"""She is a most charming young lady indeed. Lady Catherine herself says       that, in point of true beauty, Missde Bourgh is far superior to the       handsomest of her sex, because there is that in her features which marks       the young lady of distinguished birth. She is unfortunately of a sickly       constitution, which has prevented her from making that progress in many       accomplishments which she could not have otherwise failed of, as I am       informed by the lady who superintended her education, and who still       resides with them. But she is perfectly amiable, and often condescends to       drive by my humble abode in her little phaeton and ponies.""","""Has she been presented? I do not remember her name among the ladies at       court.""",B-OTHER,Chapter 14,train
428,"""Has she been presented? I do not remember her name among the ladies at       court.""","""Her indifferent state of health unhappily prevents her being in town; and       by that means, as I told Lady Catherine one day, has deprived the British       court of its brightest ornament. Her ladyship seemed pleased with the       idea; and you may imagine that I am happy on every occasion to offer those       little delicate compliments which are always acceptable to ladies. I have       more than once observed to Lady Catherine, that her charming daughter       seemed born to be a duchess, and that the most elevated rank, instead of       giving her consequence, would be adorned by her. These are the kind of       little things which please her ladyship, and it is a sort of attention       which I conceive myself peculiarly bound to pay.""",B-OTHER,Chapter 14,train
429,"""Her indifferent state of health unhappily prevents her being in town; and       by that means, as I told Lady Catherine one day, has deprived the British       court of its brightest ornament. Her ladyship seemed pleased with the       idea; and you may imagine that I am happy on every occasion to offer those       little delicate compliments which are always acceptable to ladies. I have       more than once observed to Lady Catherine, that her charming daughter       seemed born to be a duchess, and that the most elevated rank, instead of       giving her consequence, would be adorned by her. These are the kind of       little things which please her ladyship, and it is a sort of attention       which I conceive myself peculiarly bound to pay.""","""You judge very properly,""",B-OTHER,Chapter 14,train
430,"""You judge very properly,""","""and it is happy for you that       you possess the talent of flattering with delicacy. May I ask whether       these pleasing attentions proceed from the impulse of the moment, or are       the result of previous study?""",B-OTHER,Chapter 14,train
431,"""and it is happy for you that       you possess the talent of flattering with delicacy. May I ask whether       these pleasing attentions proceed from the impulse of the moment, or are       the result of previous study?""","""They arise chiefly from what is passing at the time, and though I       sometimes amuse myself with suggesting and arranging such little elegant       compliments as may be adapted to ordinary occasions, I always wish to give       them as unstudied an air as possible.""",I-OTHER,Chapter 14,train
432,"""Do you know, mamma, that my uncle Phillips talks of turning away Richard;       and if he does, Colonel Forster will hire him. My aunt told me so herself       on Saturday. I shall walk to Meryton to-morrow to hear more about it, and       to ask when Mr Denny comes back from town.""","""I have often observed how little young ladies are interested by books of       a serious stamp, though written solely for their benefit. It amazes me, I       confess; for, certainly, there can be nothing so advantageous to them as       instruction. But I will no longer importune my young cousin.""",B-START,Chapter 14,train
433,"""As to her younger       daughters, she could not take upon her to say—she could not       positively answer—but she did not know of any prepossession;       her eldest daughter, she must just mention—she felt it       incumbent on her to hint, was likely to be very soon engaged.""","""stupid, disagreeable fellows.""",B-START,Chapter 15,train
434,"""I know little of the game at present,""","""but I shall be glad to       improve myself, for in my situation in life—""",B-START,Chapter 16,train
435,"""About a month,""","""He is a man of very large property in Derbyshire, I       understand.""",B-START,Chapter 16,train
436,"""He is a man of very large property in Derbyshire, I       understand.""","""Yes,""",I-START,Chapter 16,train
