,utter_1,utter_2,label,chapter_tag,split_tag
79,"""Why should you be surprised, my dear Eliza? Do you think it incredible       that Mr Collins should be able to procure any woman's good opinion,       because he was not so happy as to succeed with you?""","""I see what you are feeling,""",B-START,Chapter 22,test
80,"""I see what you are feeling,""","""You must be surprised,       very much surprised—so lately as Mr Collins was wishing to marry       you. But when you have had time to think it over, I hope you will be       satisfied with what I have done. I am not romantic, you know; I never was.       I ask only a comfortable home; and considering Mr Collins's character,       connection, and situation in life, I am convinced that my chance of       happiness with him is as fair as most people can boast on entering the       marriage state.""",B-OTHER,Chapter 22,test
81,"""You must be surprised,       very much surprised—so lately as Mr Collins was wishing to marry       you. But when you have had time to think it over, I hope you will be       satisfied with what I have done. I am not romantic, you know; I never was.       I ask only a comfortable home; and considering Mr Collins's character,       connection, and situation in life, I am convinced that my chance of       happiness with him is as fair as most people can boast on entering the       marriage state.""","""Undoubtedly;""",I-OTHER,Chapter 22,test
82,"""Indeed, Mr Bennet,""","""it is very hard to think that Charlotte       Lucas should ever be mistress of this house, that I should be forced to       make way for her, and live to see her take her place in it!""",B-START,Chapter 23,test
83,"""it is very hard to think that Charlotte       Lucas should ever be mistress of this house, that I should be forced to       make way for her, and live to see her take her place in it!""","""My dear, do not give way to such gloomy thoughts. Let us hope for better       things. Let us flatter ourselves that I may be the survivor.""",I-START,Chapter 23,test
84,"""My dear, do not give way to such gloomy thoughts. Let us hope for better       things. Let us flatter ourselves that I may be the survivor.""","""I cannot bear to think that they should have all this estate. If it was       not for the entail, I should not mind it.""",B-OTHER,Chapter 23,test
85,"""I cannot bear to think that they should have all this estate. If it was       not for the entail, I should not mind it.""","""What should not you mind?""",B-OTHER,Chapter 23,test
86,"""What should not you mind?""","""I should not mind anything at all.""",B-OTHER,Chapter 23,test
87,"""I should not mind anything at all.""","""Let us be thankful that you are preserved from a state of such       insensibility.""",I-OTHER,Chapter 23,test
88,"""Let us be thankful that you are preserved from a state of such       insensibility.""","""I never can be thankful, Mr Bennet, for anything about the entail. How       anyone could have the conscience to entail away an estate from one's own       daughters, I cannot understand; and all for the sake of Mr Collins too!       Why should he have it more than anybody else?""",B-OTHER,Chapter 23,test
89,"""I never can be thankful, Mr Bennet, for anything about the entail. How       anyone could have the conscience to entail away an estate from one's own       daughters, I cannot understand; and all for the sake of Mr Collins too!       Why should he have it more than anybody else?""","""I leave it to yourself to determine,""",B-OTHER,Chapter 23,test
90,"""Oh, that my dear mother had more command over herself! She can have no       idea of the pain she gives me by her continual reflections on him. But I       will not repine. It cannot last long. He will be forgot, and we shall all       be as we were before.""","""You doubt me,""",B-START,Chapter 24,test
91,"""You doubt me,""","""indeed, you have no       reason. He may live in my memory as the most amiable man of my       acquaintance, but that is all. I have nothing either to hope or fear, and       nothing to reproach him with. Thank God! I have not that pain. A       little time, therefore—I shall certainly try to get the better.""",B-OTHER,Chapter 24,test
92,"""indeed, you have no       reason. He may live in my memory as the most amiable man of my       acquaintance, but that is all. I have nothing either to hope or fear, and       nothing to reproach him with. Thank God! I have not that pain. A       little time, therefore—I shall certainly try to get the better.""","""I have this comfort immediately,       that it has not been more than an error of fancy on my side, and that it       has done no harm to anyone but myself.""",I-OTHER,Chapter 24,test
93,"""I have this comfort immediately,       that it has not been more than an error of fancy on my side, and that it       has done no harm to anyone but myself.""","""My dear Jane!""",B-OTHER,Chapter 24,test
94,"""My dear Jane!""","""you are too good. Your sweetness and       disinterestedness are really angelic; I do not know what to say to you. I       feel as if I had never done you justice, or loved you as you deserve.""",B-OTHER,Chapter 24,test
95,"""Nay,""","""this is not fair. You wish to think all the       world respectable, and are hurt if I speak ill of anybody. I only want to       think you perfect, and you set yourself against it. Do not be       afraid of my running into any excess, of my encroaching on your privilege       of universal good-will. You need not. There are few people whom I really       love, and still fewer of whom I think well. The more I see of the world,       the more am I dissatisfied with it; and every day confirmsmy belief of       the inconsistency of all human characters, and of the little dependence       that can be placed on the appearance of merit or sense. I have met with       two instances lately, one I will not mention; the other is Charlotte's       marriage. It is unaccountable! In every view it is unaccountable!""",B-START,Chapter 24,test
96,"""this is not fair. You wish to think all the       world respectable, and are hurt if I speak ill of anybody. I only want to       think you perfect, and you set yourself against it. Do not be       afraid of my running into any excess, of my encroaching on your privilege       of universal good-will. You need not. There are few people whom I really       love, and still fewer of whom I think well. The more I see of the world,       the more am I dissatisfied with it; and every day confirmsmy belief of       the inconsistency of all human characters, and of the little dependence       that can be placed on the appearance of merit or sense. I have met with       two instances lately, one I will not mention; the other is Charlotte's       marriage. It is unaccountable! In every view it is unaccountable!""","""My dear Lizzy, do not give way to such feelings as these. They will ruin       your happiness. You do not make allowance enough for difference of       situation and temper. Consider Mr Collins's respectability, and       Charlotte's steady, prudent character. Remember that she is one of a large       family; that as to fortune, it is a most eligible match; and be ready to       believe, for everybody's sake, that she may feel something like regard and       esteem for our cousin.""",I-START,Chapter 24,test
97,"""My dear Lizzy, do not give way to such feelings as these. They will ruin       your happiness. You do not make allowance enough for difference of       situation and temper. Consider Mr Collins's respectability, and       Charlotte's steady, prudent character. Remember that she is one of a large       family; that as to fortune, it is a most eligible match; and be ready to       believe, for everybody's sake, that she may feel something like regard and       esteem for our cousin.""","""To oblige you, I would try to believe almost anything, but no one else       could be benefited by such a belief as this; for were I persuaded that       Charlotte had any regard for him, I should only think worse of her       understanding than I now do of her heart. My dear Jane, Mr Collins is a       conceited, pompous, narrow-minded, silly man; you know he is, as well as I       do; and you must feel, as well as I do, that the woman who married him       cannot have a proper way of thinking. You shall not defend her, though it       is Charlotte Lucas. You shall not, for the sake of one individual, change       the meaning of principle and integrity, nor endeavour to persuade yourself       or me, that selfishness is prudence, and insensibility of danger security       for happiness.""",B-OTHER,Chapter 24,test
98,"""To oblige you, I would try to believe almost anything, but no one else       could be benefited by such a belief as this; for were I persuaded that       Charlotte had any regard for him, I should only think worse of her       understanding than I now do of her heart. My dear Jane, Mr Collins is a       conceited, pompous, narrow-minded, silly man; you know he is, as well as I       do; and you must feel, as well as I do, that the woman who married him       cannot have a proper way of thinking. You shall not defend her, though it       is Charlotte Lucas. You shall not, for the sake of one individual, change       the meaning of principle and integrity, nor endeavour to persuade yourself       or me, that selfishness is prudence, and insensibility of danger security       for happiness.""","""I must think your language too strong in speaking of both,""",B-OTHER,Chapter 24,test
99,"""I must think your language too strong in speaking of both,""","""and I hope you will be convinced of it by seeing them happy together. But       enough of this. You alluded to something else. You mentioned two       instances. I cannot misunderstand you, but I entreat you, dear Lizzy, not       to pain me by thinking that person to blame, and saying your       opinion of him is sunk. We must not be so ready to fancy ourselves       intentionally injured. We must not expect a lively young man to be always       so guarded and circumsect. It is very often nothing but our own vanity       that deceives us. Women fancy admiration means more than it does.""",B-OTHER,Chapter 24,test
100,"""and I hope you will be convinced of it by seeing them happy together. But       enough of this. You alluded to something else. You mentioned two       instances. I cannot misunderstand you, but I entreat you, dear Lizzy, not       to pain me by thinking that person to blame, and saying your       opinion of him is sunk. We must not be so ready to fancy ourselves       intentionally injured. We must not expect a lively young man to be always       so guarded and circumsect. It is very often nothing but our own vanity       that deceives us. Women fancy admiration means more than it does.""","""And men take care that they should.""",I-OTHER,Chapter 24,test
101,"""And men take care that they should.""","""If it is designedly done, they cannot be justified; but I have no idea of       there being so much design in the world as some persons imagine.""",B-OTHER,Chapter 24,test
102,"""If it is designedly done, they cannot be justified; but I have no idea of       there being so much design in the world as some persons imagine.""","""I am far from attributing any part of Mr Bingley's conduct to design,""",B-OTHER,Chapter 24,test
103,"""I am far from attributing any part of Mr Bingley's conduct to design,""","""but without scheming to do wrong, or to make others       unhappy, there may be error, and there may be misery. Thoughtlessness,       want of attention to other people's feelings, and want of resolution, will       do the business.""",B-OTHER,Chapter 24,test
104,"""but without scheming to do wrong, or to make others       unhappy, there may be error, and there may be misery. Thoughtlessness,       want of attention to other people's feelings, and want of resolution, will       do the business.""","""And do you impute it to either of those?""",I-OTHER,Chapter 24,test
105,"""And do you impute it to either of those?""","""Yes; to the last. But if I go on, I shall displease you by saying what I       think of persons you esteem. Stop me whilst you can.""",B-OTHER,Chapter 24,test
106,"""Yes; to the last. But if I go on, I shall displease you by saying what I       think of persons you esteem. Stop me whilst you can.""","""You persist, then, in supposing his sisters influence him?""",B-OTHER,Chapter 24,test
107,"""You persist, then, in supposing his sisters influence him?""","""Yes, in conjunction with his friend.""",B-OTHER,Chapter 24,test
108,"""Yes, in conjunction with his friend.""","""I cannot believe it. Why should they try to influence him? They can only       wish his happiness; and if he is attached to me, no other woman can secure       it.""",B-OTHER,Chapter 24,test
109,"""I cannot believe it. Why should they try to influence him? They can only       wish his happiness; and if he is attached to me, no other woman can secure       it.""","""Your first position is false. They may wish many things besides his       happiness; they may wish his increase of wealth and consequence; they may       wish him to marry a girl who has all the importance of money, great       connections, and pride.""",B-OTHER,Chapter 24,test
110,"""Your first position is false. They may wish many things besides his       happiness; they may wish his increase of wealth and consequence; they may       wish him to marry a girl who has all the importance of money, great       connections, and pride.""","""Beyond a doubt, they do wish him to choose MissDarcy,""",B-OTHER,Chapter 24,test
111,"""Beyond a doubt, they do wish him to choose MissDarcy,""","""but this may be from better feelings than you are supposing. They       have known her much longer than they have known me; no wonder if they love       her better. But, whatever may be their own wishes, it is very unlikely       they should have opposed their brother's. What sister would think herself       at liberty to do it, unless there were something very objectionable? If       they believed him attached to me, they would not try to part us; if he       were so, they could not succeed. By supposing such an affection, you make       everybody acting unnaturally and wrong, and me most unhappy. Do not       distress me by the idea. I am not ashamed of having been mistaken—or,       at least, it is light, it is nothing in comparison of what I should feel       in thinking ill of him or his sisters. Let me take it in the best light,       in the light in which it may be understood.""",B-OTHER,Chapter 24,test
112,"""So, Lizzy,""","""your sister is crossed in love, I find. I congratulate her. Next to being       married, a girl likes to be crossed a little in love now and then. It is       something to think of, and it gives her a sort of distinction among her       companions. When is your turn to come? You will hardly bear to be long       outdone by Jane. Now is your time. Here are officers enough in Meryton to       disappoint all the young ladies in the country. Let Wickham be your       man. He is a pleasant fellow, and would jilt you creditably.""",B-START,Chapter 24,test
113,"""your sister is crossed in love, I find. I congratulate her. Next to being       married, a girl likes to be crossed a little in love now and then. It is       something to think of, and it gives her a sort of distinction among her       companions. When is your turn to come? You will hardly bear to be long       outdone by Jane. Now is your time. Here are officers enough in Meryton to       disappoint all the young ladies in the country. Let Wickham be your       man. He is a pleasant fellow, and would jilt you creditably.""","""Thank you, sir, but a less agreeable man would satisfy me. We must not       all expect Jane's good fortune.""",I-START,Chapter 24,test
114,"""Thank you, sir, but a less agreeable man would satisfy me. We must not       all expect Jane's good fortune.""","""True,""",B-OTHER,Chapter 24,test
115,"""True,""","""but it is a comfort to think that whatever of       that kind may befall you, you have an affectionate mother who will make       the most of it.""",B-OTHER,Chapter 24,test
116,"""I do not blame Jane,""","""for Jane would have got Mr Bingley       if she could. But Lizzy! Oh, sister! It is very hard to think that she       might have been Mr Collins's wife by this time, had it not been for her       own perverseness. He made her an offer in this very room, and she refused       him. The consequence of it is, that Lady Lucas will have a daughter       married before I have, and that the Longbourn estate is just as much       entailed as ever. The Lucases are very artful people indeed, sister. They       are all for what they can get. I am sorry to say it of them, but so it is.       It makes me very nervous and poorly, to be thwarted so in my own family,       and to have neighbours who think of themslves before anybody else.       However, your coming just at this time is the greatest of comforts, and I       am very glad to hear what you tell us, of long sleeves.""",B-START,Chapter 25,test
117,"""It       seemslikely to have been a desirable match for Jane,""","""I am       sorry it went off. But these things happen so often! A young man, such as       you describe Mr Bingley, so easily falls in love with a pretty girl for a       few weeks, and when accident separates them, so easily forgets her, that       these sort of inconsistencies are very frequent.""",B-START,Chapter 25,test
118,"""I am       sorry it went off. But these things happen so often! A young man, such as       you describe Mr Bingley, so easily falls in love with a pretty girl for a       few weeks, and when accident separates them, so easily forgets her, that       these sort of inconsistencies are very frequent.""","""An excellent consolation in its way,""",I-START,Chapter 25,test
119,"""An excellent consolation in its way,""","""but it will not do       for us. We do not suffer by accident. It does not often       happen that the interference of friends will persuade a young man of       independent fortune to think no more of a girl whom he was violently in       love with only a few days before.""",B-OTHER,Chapter 25,test
120,"""but it will not do       for us. We do not suffer by accident. It does not often       happen that the interference of friends will persuade a young man of       independent fortune to think no more of a girl whom he was violently in       love with only a few days before.""","""But that expression of 'violently in love' is so hackneyed, so doubtful,       so indefinite, that it gives me very little idea. It is as often applied       to feelings which arise from a half-hour's acquaintance, as to a real,       strong attachment. Pray, how violent was Mr Bingley's love?""",I-OTHER,Chapter 25,test
121,"""But that expression of 'violently in love' is so hackneyed, so doubtful,       so indefinite, that it gives me very little idea. It is as often applied       to feelings which arise from a half-hour's acquaintance, as to a real,       strong attachment. Pray, how violent was Mr Bingley's love?""","""I never saw a more promising inclination; he was growing quite       inattentive to other people, and wholly engrossed by her. Every time they       met, it was more decided and remarkable. At his own ball he offended two       or three young ladies, by not asking them to dance; and I spoke to him       twice myself, without receiving an answer. Could there be finer symptoms       Is not general incivility the very essence of love?""",B-OTHER,Chapter 25,test
122,"""I never saw a more promising inclination; he was growing quite       inattentive to other people, and wholly engrossed by her. Every time they       met, it was more decided and remarkable. At his own ball he offended two       or three young ladies, by not asking them to dance; and I spoke to him       twice myself, without receiving an answer. Could there be finer symptoms       Is not general incivility the very essence of love?""","""Oh, yes!—of that kind of love which I suppose him to have felt.       Poor Jane! I am sorry for her, because, with her disposition, she may not       get over it immediately. It had better have happened to you, Lizzy;       you would have laughed yourself out of it sooner. But do you think she       would be prevailed upon to go back with us? Change of scene might be of       service—and perhaps a little relief from home may be as useful as       anything.""",B-OTHER,Chapter 25,test
123,"""Oh, yes!—of that kind of love which I suppose him to have felt.       Poor Jane! I am sorry for her, because, with her disposition, she may not       get over it immediately. It had better have happened to you, Lizzy;       you would have laughed yourself out of it sooner. But do you think she       would be prevailed upon to go back with us? Change of scene might be of       service—and perhaps a little relief from home may be as useful as       anything.""","""I hope,""",B-OTHER,Chapter 25,test
124,"""I hope,""","""that no consideration with regard to this       young man will influence her. We live in so different a part of town, all       our connections are so different, and, as you well know, we go out so       little, that it is very improbable that they should meet at all, unless he       really comes to see her.""",B-OTHER,Chapter 25,test
125,"""that no consideration with regard to this       young man will influence her. We live in so different a part of town, all       our connections are so different, and, as you well know, we go out so       little, that it is very improbable that they should meet at all, unless he       really comes to see her.""","""And that is quite impossible; for he is now in the custody of his       friend, and Mr Darcy would no more suffer him to call on Jane in such a       part of London! My dear aunt, how could you think of it? Mr Darcy may       perhaps have heard of such a place as Gracechurch Street, but he       would hardly think a month's ablution enough to cleanse him from its       impurities, were he once to enter it; and depend upon it, Mr Bingley       never stirs without him.""",I-OTHER,Chapter 25,test
126,"""So much the better. I hope they will not meet at all. But does not Jane       correspond with his sister? She will not be able to help calling.""","""She will drop the acquaintance entirely.""",B-START,Chapter 25,test
127,"""You are too sensible a girl, Lizzy, to fall in love merely because you       are warned against it; and, therefore, I am not afraid of speaking openly.       Seriously, I would have you be on your guard. Do not involve yourself or       endeavour to involve him in an affection which the want of fortune would       make so very imprudent. I have nothing to say against him; he is a       most interesting young man; and if he had the fortune he ought to have, I       should think you could not do better. But as it is, you must not let your       fancy run away with you. You have sense, and we all expect you to use it.       Your father would depend on your resolution and good conduct, I am       sure. You must not disappoint your father.""","""My dear aunt, this is being serious indeed.""",B-START,Chapter 26,test
128,"""My dear aunt, this is being serious indeed.""","""Yes, and I hope to engage you to be serious likewise.""",B-OTHER,Chapter 26,test
129,"""Yes, and I hope to engage you to be serious likewise.""","""Well, then, you need not be under any alarm. I will take care of myself,       and of Mr Wickham too. He shall not be in love with me, if I can prevent       it.""",B-OTHER,Chapter 26,test
130,"""Well, then, you need not be under any alarm. I will take care of myself,       and of Mr Wickham too. He shall not be in love with me, if I can prevent       it.""","""Elizabeth, you are not serious now.""",B-OTHER,Chapter 26,test
131,"""Elizabeth, you are not serious now.""","""I beg your pardon, I will try again. At present I am not in love with Mr       Wickham; no, I certainly am not. But he is, beyond all comparison, the       most agreeable man I ever saw—and if he becomes really attached to       me—I believe it will be better that he should not. I see the       imprudence of it. Oh! that abominable Mr Darcy! My father's       opinion of me does me the greatest honour, and I should be miserable to       forfeit it. My father, however, is partial to Mr Wickham. In short, my       dear aunt, I should be very sorry to be the means of making any of you       unhappy; but since we see every day that where there is affection, young       people are seldom withheld by immediate want of fortune from entering into       engagements with each other, how can I promise to be wiser than so many of       my fellow-creatures if I am tempted, or how am I even to know that it       would be wisdom to resist? All that I can promise you, therefore, is not       to be in a hurry. I will not be in a hurry to believe myself his first       object. When I am in company with him, I will not be wishing. In short, I       will do my best.""",B-OTHER,Chapter 26,test
132,"""I beg your pardon, I will try again. At present I am not in love with Mr       Wickham; no, I certainly am not. But he is, beyond all comparison, the       most agreeable man I ever saw—and if he becomes really attached to       me—I believe it will be better that he should not. I see the       imprudence of it. Oh! that abominable Mr Darcy! My father's       opinion of me does me the greatest honour, and I should be miserable to       forfeit it. My father, however, is partial to Mr Wickham. In short, my       dear aunt, I should be very sorry to be the means of making any of you       unhappy; but since we see every day that where there is affection, young       people are seldom withheld by immediate want of fortune from entering into       engagements with each other, how can I promise to be wiser than so many of       my fellow-creatures if I am tempted, or how am I even to know that it       would be wisdom to resist? All that I can promise you, therefore, is not       to be in a hurry. I will not be in a hurry to believe myself his first       object. When I am in company with him, I will not be wishing. In short, I       will do my best.""","""Perhaps it will be as well if you discourage his coming here so very       often. At least, you should not remind your mother of inviting       him.""",B-OTHER,Chapter 26,test
133,"""As I did the other day,""","""very       true, it will be wise in me to refrain from that. But do not       imagine that he is always here so often. It is on your account that he has       been so frequently invited this week. You know my mother's ideas as to the       necessity of constant company for her friends. But really, and upon my       honour, I will try to do what I think to be the wisest; and now I hope you       are satisfied.""",B-START,Chapter 26,test
134,"""I shall depend on hearing from you very often, Eliza.""","""That you certainly shall.""",B-START,Chapter 26,test
135,"""That you certainly shall.""","""And I have another favour to ask you. Will you come and see me?""",B-OTHER,Chapter 26,test
136,"""And I have another favour to ask you. Will you come and see me?""","""We shall often meet, I hope, in Hertfordshire.""",B-OTHER,Chapter 26,test
137,"""We shall often meet, I hope, in Hertfordshire.""","""I am not likely to leave Kent for some time. Promise me, therefore, to       come to Hunsford.""",B-OTHER,Chapter 26,test
138,"""My father and Maria are coming to me in March,""","""and I       hope you will consent to be of the party. Indeed, Eliza, you will be as       welcome as either of them.""",B-START,Chapter 26,test
139,"""My aunt,""","""is going to-morrow into that part of the town,       and I shall take the opportunity of calling in Grosvenor Street.""",B-START,Chapter 26,test
140,"""I       did not think Caroline in spirits,""","""but she was very glad       to see me, and reproached me for giving her no notice of my coming to       London. I was right, therefore, my last letter had never reached her. I       inquired after their brother, of course. He was well, but so much engaged       with Mr Darcy that they scarcely ever saw him. I found that MissDarcy       was expected to dinner. I wish I could see her. My visit was not long, as       Caroline and Mrs Hurst were going out. I dare say I shall see them soon       here.""",B-START,Chapter 26,test
141,"""My dearest Lizzy will, I am sure, be incapable of triumphing in her       better judgement, at my expense, when I confess myself to have been       entirely deceived in MissBingley's regard for me. But, my dear sister,       though the event has proved you right, do not think me obstinate if I       still assert that, considering what her behaviour was, my confidence was       as natural as your suspicion. I do not at all comprehend her reason for       wishing to be intimate with me; but if the same circumsances were to       happen again, I am sure I should be deceived again. Caroline did not       return my visit till yesterday; and not a note, not a line, did I receive       in the meantime. When she did come, it was very evident that she had no       pleasure in it; she made a slight, formal apology, for not calling before,       said not a word of wishing to see me again, and was in every respect so       altered a creature, that when she went away I was perfectly resolved to       continue the acquaintance no longer. I pity, though I cannot help blaming       her. She was very wrong in singling me out as she did; I can safely say       that every advance to intimacy began on her side. But I pity her, because       she must feel that she has been acting wrong, and because I am very sure       that anxiety for her brother is the cause of it. I need not explain myself       farther; and though we know this anxiety to be quite needless, yet       if she feels it, it will easily account for her behaviour to me; and so       deservedly dear as he is to his sister, whatever anxiety she must feel on       his behalf is natural and amiable. I cannot but wonder, however, at her       having any such fears now, because, if he had at all cared about me, we       must have met, long ago. He knows of my being in town, I am certain, from       something she said herself; and yet it would seem, by her manner of       talking, as if she wanted to persuade herself that he is really partial to       MissDarcy. I cannot understand it. If I were not afraid of judging       harshly, I should be almost tempted to say that there is a strong       appearance of duplicity in all this. But I will endeavour to banish every       painful thought, and think only of what will make me happy—your       affection, and the invariable kindness of my dear uncle and aunt. Let me       hear from you very soon. MissBingley said something of his never       returning to Netherfield again, of giving up the house, but not with any       certainty. We had better not mention it. I am extremely glad that you have       such pleasant accounts from our friends at Hunsford. Pray go to see them,       with Sir William and Maria. I am sure you will be very comfortable there.—Yours,       etc.""","""I am now convinced, my dear aunt, that I       have never been much in love; for had I really experienced that pure and       elevating passion, I should at present detest his very name, and wish him       all manner of evil. But my feelings are not only cordial towards him;       they are even impartial towards MissKing. I cannot find out that I hate       her at all, or that I am in the least unwilling to think her a very good       sort of girl. There can be no love in all this. My watchfulness has been       effectual; and though I certainly should be a more interesting object to       all my acquaintances were I distractedly in love with him, I cannot say       that I regret my comparative insignificance. Importance may sometimes be       purchased too dearly. Kitty and Lydia take his defection much more to       heart than I do. They are young in the ways of the world, and not yet open       to the mortifying conviction that handsome young men must have something       to live on as well as the plain.""",B-START,Chapter 26,test
142,,,B-OTHER,Chapter 26,test
